FACILITYID,Jurisdiction,Qcalcs,AVGDISCHARGE,QInscfs,AVGQadj,Q4calcs,QInscf,Qcont4calc2023,Qcont4calcPrior,Qcf2023,Qcfp2022,Qboth,Q4calcsall,JURISDICTI3,PERCENTAGE,area_acres,AREA,DischargePCF2,DischargePCF3,avgCnx,PERSISTENTFLOW,MonitoringYear,rain_gage,dry_days,Qadj_Qall
J03-9221-1 (J03P02),LAGUNA NIGUEL,0.0703,0.242793,0.19765333333333332,0.16752717,0.19765333333333332,17077.248,0.178,NA,15379.199999999999,NA,NA,15379.199999999999,LAGUNA NIGUEL,100,565.70937288,565.709873,15379.2,15379.2,0.77,Yes,MY2022-23,SULPHURCREEK,279,3303913.5360000003
L03-662-3 (L03P16),MISSION VIEJO,0.046,0.16059,0.055,0.1108071,0.055,4752,NA,0.041543750000000004,NA,3589.38,4170.6900000000005,4170.6900000000005,MISSION VIEJO,100,436.64832448,436.6487105,4170.6900000000005,4170.6900000000005,0.635,Yes,MY2022-23,ELTORO,275,728306.7412500001
J07-9110-2,MISSION VIEJO,8.888888888888889e-4,0.012035,0.043125,0.00830415,0.043125,3726,0.001,NA,86.39999999999999,NA,NA,86.39999999999999,MISSION VIEJO,100,133.39088631,133.3910042,86.4,86.4,0.9233333333333333,Yes,MY2022-23,ELTORO,275,21938.4
M01-124-2,SAN CLEMENTE,0.0033333333333333335,0.017809,0.00458229,0.012288209999999997,0.00458229,395.909856,NA,NA,NA,NA,NA,395.909856,SAN CLEMENTE,100,NA,NA,395.909856,395.909856,1,Yes,MY2022-23,PALISADES,267,105707.931552
L01-125-2,RANCHO SANTA MARGARITA,0.001,0.021,NA,0.01449,0.001,86.39999999999999,NA,NA,NA,NA,NA,86.39999999999999,ORANGE CO,51.93979406,113.27048633,58.83250935,44.87598206784,44.87598206784,0.885,Yes,MY2022-23,TRABUCO,266,10564.254938590215
L01-125-2,RANCHO SANTA MARGARITA,0.001,0.021,NA,0.01449,0.001,86.39999999999999,NA,NA,NA,NA,NA,86.39999999999999,RANCHO SANTA MARGARITA,48.06020524,113.27048633,54.43807633,41.52401732736,41.52401732736,0.885,Yes,MY2022-23,TRABUCO,266,9775.168919033817
L01-517-6,ORANGE CO,0.007,0.02934,NA,0.020244599999999998,0.007,604.8,NA,NA,NA,NA,NA,604.8,ORANGE CO,100,13.85397146,13.85398371,604.8,604.8,0.77,Unknown,MY2022-23,PALISADES,267,124340.832
K01-12155-5,LAGUNA NIGUEL,0.015,0.061386,0.05757118499999999,0.04235634,0.05757118499999999,4974.150383999999,NA,0.012611111111111111,NA,1089.6000000000001,3031.8751919999995,3031.8751919999995,LAGUNA NIGUEL,100,147.04555016,147.0456802,3031.875192,3031.875192,0.885,Unknown,MY2022-23,SULPHURCREEK,279,748615.46303268
L01-303-5,ORANGE CO,0.006,0.018878,0.03423711,0.013025819999999999,0.03423711,2958.0863040000004,NA,NA,NA,NA,NA,2958.0863040000004,ORANGE CO,100,NA,NA,2958.0863040000004,2958.0863040000004,0.5,Yes,MY2022-23,TRABUCO,266,393425.47843200003
J01-10017-1 (J01TBN4),ALISO VIEJO,0.0021111111111111113,0.016909,0.012066743333333333,0.011667209999999999,0.012066743333333333,1042.566624,NA,NA,NA,NA,NA,1042.566624,ALISO VIEJO,100,17.42256719,17.42258259,1042.566624,1042.566624,0.9233333333333333,Yes,MY2022-23,SULPHURCREEK,279,268575.58800864004
J06-10011-1 (J06P01),ALISO VIEJO,0.0042,0.588719,0.31462895999999996,0.40621610999999996,0.31462895999999996,27183.942143999993,NA,NA,NA,NA,NA,27183.942143999993,ALISO VIEJO,14.86516439,935.90125176,139.1233826,4040.9376873880897,4040.9376873880897,0.59,Yes,MY2022-23,ELTORO,275,655642.1397787175
J06-10011-1 (J06P01),ALISO VIEJO,0.0042,0.588719,0.31462895999999996,0.40621610999999996,0.31462895999999996,27183.942143999993,NA,NA,NA,NA,NA,27183.942143999993,LAGUNA HILLS,20.85002958,935.90125176,195.1358603,5667.8599780340855,5667.8599780340855,0.59,Yes,MY2022-23,ELTORO,275,919610.2814360304
J06-10011-1 (J06P01),ALISO VIEJO,0.0042,0.588719,0.31462895999999996,0.40621610999999996,0.31462895999999996,27183.942143999993,NA,NA,NA,NA,NA,27183.942143999993,LAGUNA WOODS,38.1624725,935.90125176,357.1633736,10374.064445119908,10374.064445119908,0.59,Yes,MY2022-23,ELTORO,275,1683191.956220705
J06-10011-1 (J06P01),ALISO VIEJO,0.0042,0.588719,0.31462895999999996,0.40621610999999996,0.31462895999999996,27183.942143999993,NA,NA,NA,NA,NA,27183.942143999993,LAKE FOREST,22.96186189,935.90125176,214.9005429,6241.939251362784,6241.939251362784,0.59,Yes,MY2022-23,ELTORO,275,1012754.6435336117
J01-9007-1 (J02P05),ALISO VIEJO,0.026,0.101998,0.009666666666666667,0.07037862,0.009666666666666667,835.2,0.024,NA,2073.6,NA,NA,2073.6,ALISO VIEJO,98.19424307,145.61257767,142.9832949,2036.15582429952,2036.15582429952,0.8466666666666667,Yes,MY2022-23,SULPHURCREEK,279,480980.7288160326
J01-9007-1 (J02P05),ALISO VIEJO,0.026,0.101998,0.009666666666666667,0.07037862,0.009666666666666667,835.2,0.024,NA,2073.6,NA,NA,2073.6,ORANGE CO,1.805757306,145.61257767,2.629412085,37.444183497216,37.444183497216,0.8466666666666667,Yes,MY2022-23,SULPHURCREEK,279,8845.065025712363
M00.1-071-3 (M00S04),SAN CLEMENTE,0.008,0.044229,NA,0.030518009999999995,0.008,691.1999999999999,NA,0.014670138888888889,NA,1267.5,979.3499999999999,979.3499999999999,SAN CLEMENTE,100.0000016,101.01259909,101.01269,979.3500156696,979.3500156696,0.9233333333333333,Yes,MY2022-23,PALISADES,267,241439.1593630265
J01-9082-2,ALISO VIEJO,0.022,0.170103,0.06505059666666665,0.11737107,0.06505059666666665,5620.371551999999,0.037,NA,3196.7999999999997,NA,NA,3196.7999999999997,ALISO VIEJO,97.84740395,124.66076066,121.9774259,3127.9858094735996,3127.9858094735996,0.76,Yes,MY2022-23,SULPHURCREEK,279,663258.1110407821
J01-9082-2,ALISO VIEJO,0.022,0.170103,0.06505059666666665,0.11737107,0.06505059666666665,5620.371551999999,0.037,NA,3196.7999999999997,NA,NA,3196.7999999999997,ORANGE CO,2.152595119,124.66076066,2.683443822,68.814160764192,68.814160764192,0.76,Yes,MY2022-23,SULPHURCREEK,279,14591.35464843927
K01-12036-10,LAGUNA NIGUEL,0.001,0.017986,0.06524363999999999,0.012410339999999999,0.06524363999999999,5637.050495999999,NA,0.011220004021657291,NA,969.4083474711899,3303.2294217355943,3303.2294217355943,LAGUNA NIGUEL,100,185.37165068,185.3718146,3303.2294217355943,3303.2294217355943,0,Yes,MY2022-23,SULPHURCREEK,279,0
L01-514-1,ORANGE CO,0.003,0.019417,0.003,0.013397729999999998,0.003,259.2,NA,NA,NA,NA,NA,259.2,ORANGE CO,100,267.40709935,267.4073357,259.2,259.2,0.5133333333333333,Yes,MY2022-23,PALISADES,267,35525.952
J01-9033-1,LAKE FOREST,0.0075,0.007282,0.0075,0.00502458,0.0075,647.9999999999999,NA,NA,NA,NA,NA,647.9999999999999,LAKE FOREST,2.750781729,41.10421176,1.130688146,17.825065603919995,17.825065603919995,0.385,Yes,MY2022-23,TRABUCO,266,1825.4649684974468
J01-9033-1,LAKE FOREST,0.0075,0.007282,0.0075,0.00502458,0.0075,647.9999999999999,NA,NA,NA,NA,NA,647.9999999999999,ORANGE CO,97.24922177,41.10421176,39.97356139,630.1749570695999,630.1749570695999,0.385,Yes,MY2022-23,TRABUCO,266,64536.21735349773
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,0.006500000000000001,0.041916,0.01,0.02892204,0.01,864,NA,NA,NA,NA,NA,864,MISSION VIEJO,5.462000754,77.28378749,4.221244787,47.19168651456,47.19168651456,0.885,Unknown,MY2022-23,TRABUCO,266,11109.394922392568
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,0.006500000000000001,0.041916,0.01,0.02892204,0.01,864,NA,NA,NA,NA,NA,864,RANCHO SANTA MARGARITA,94.53799939,77.28378749,73.06261114,816.8083147295999,816.8083147295999,0.885,Unknown,MY2022-23,TRABUCO,266,192284.8453704951
L03-708-1,LAGUNA NIGUEL,0.01925,0.018177,0.018,0.012542129999999999,0.018,1555.1999999999998,NA,NA,NA,NA,NA,1555.1999999999998,LAGUNA HILLS,0.312130536,108.98900254,0.340188259,4.854254095871999,4.854254095871999,1,Yes,MY2022-23,SULPHURCREEK,279,1354.3368927482877
L03-708-1,LAGUNA NIGUEL,0.01925,0.018177,0.018,0.012542129999999999,0.018,1555.1999999999998,NA,NA,NA,NA,NA,1555.1999999999998,LAGUNA NIGUEL,99.68786762,108.98900254,108.6489086,1550.3457172262397,1550.3457172262397,1,Yes,MY2022-23,SULPHURCREEK,279,432546.45510612085
J01-9046-1,LAKE FOREST,1.4285714285714287e-4,0.004585,0.00132135,0.0031636499999999996,0.00132135,114.16464000000002,0.002,NA,172.79999999999998,NA,NA,172.79999999999998,LAKE FOREST,100,65.72077069,65.72082879,172.8,172.8,0.59,Unknown,MY2022-23,ELTORO,275,28036.800000000003
L04-136-1 (L04P07),MISSION VIEJO,0.106,0.228296,0.106,0.15752423999999998,0.106,9158.4,NA,0.6856354166666666,NA,59238.899999999994,34198.649999999994,34198.649999999994,MISSION VIEJO,100,NA,NA,34198.649999999994,34198.649999999994,0.635,Yes,MY2022-23,ELTORO,275,5971939.256249999
DP01-12022-1,DANA POINT,NA,0.055382,NA,0.03821358,0.03821358,3301.6533119999995,NA,NA,NA,NA,NA,3301.6533119999995,DANA POINT,100,NA,NA,3301.6533119999995,3301.6533119999995,1,Unknown,MY2022-23,DANAPOINT,263,868334.8210559998
DP06-12106-1,DANA POINT,NA,0.331812,0.44591249999999993,0.22895027999999998,0.44591249999999993,38526.83999999999,NA,NA,NA,NA,NA,38526.83999999999,DANA POINT,100,66.54528569,66.54534452,38526.83999999999,38526.83999999999,0,Yes,MY2022-23,DANAPOINT,263,0
I00-11437-1,LAGUNA BEACH,NA,0.126,0.12764999999999999,0.08693999999999999,0.12764999999999999,11028.96,NA,NA,NA,NA,NA,11028.96,LAGUNA BEACH,96.47184583,605.19208238,583.8404889,10639.841287852367,10639.841287852367,0.77,Yes,MY2022-23,LAGUNABEACH,274,2244793.7149110925
I00-11437-1,LAGUNA BEACH,NA,0.126,0.12764999999999999,0.08693999999999999,0.12764999999999999,11028.96,NA,NA,NA,NA,NA,11028.96,ORANGE CO,3.528154171,605.19208238,21.35212857,389.1187122579216,389.1187122579216,0.77,Yes,MY2022-23,LAGUNABEACH,274,82096.2659121763
I00-11468-1,LAGUNA BEACH,NA,0.039855,NA,0.02749995,0.02749995,2375.99568,NA,NA,NA,NA,NA,2375.99568,LAGUNA BEACH,91.76756832,223.33679991,204.9509316,2180.3934589242485,2180.3934589242485,0.77,Yes,MY2022-23,LAGUNABEACH,274,460019.411963838
I00-11468-1,LAGUNA BEACH,NA,0.039855,NA,0.02749995,0.02749995,2375.99568,NA,NA,NA,NA,NA,2375.99568,ORANGE CO,8.232432026,223.33679991,18.3860665,195.60222929669646,195.60222929669646,0.77,Yes,MY2022-23,LAGUNABEACH,274,41268.15833701703
I00-11518-1,LAGUNA BEACH,NA,0.079534,NA,0.05487845999999999,0.05487845999999999,4741.498943999999,NA,NA,NA,NA,NA,4741.498943999999,LAGUNA BEACH,96.690419790000007,645.16066542,623.8091072,4584.5752332920165,4584.5752332920165,0.5,Unknown,MY2022-23,LAGUNABEACH,274,628086.8069610063
I00-11518-1,LAGUNA BEACH,NA,0.079534,NA,0.05487845999999999,0.05487845999999999,4741.498943999999,NA,NA,NA,NA,NA,4741.498943999999,ORANGE CO,3.309580209,645.16066542,21.35212857,156.92371066056796,156.92371066056796,0.5,Unknown,MY2022-23,LAGUNABEACH,274,21498.54836049781
I00-11518-2,LAGUNA BEACH,NA,0.0048,NA,0.0033119999999999994,0.0033119999999999994,286.1568,NA,NA,NA,NA,NA,286.1568,LAGUNA BEACH,100,NA,NA,286.1568,286.1568,0.77,Unknown,MY2022-23,LAGUNABEACH,274,60373.361664000004
I01-11015-3,LAGUNA BEACH,NA,9.06e-4,0.0037532549999999996,6.251399999999999e-4,0.0037532549999999996,324.28123199999993,NA,NA,NA,NA,NA,324.28123199999993,LAGUNA BEACH,100,NA,NA,324.28123199999993,324.28123199999993,0.885,Unknown,MY2022-23,LAGUNABEACH,274,78634.95594767999
I01-11023-1,LAGUNA BEACH,NA,0.002155,NA,0.0014869499999999997,0.0014869499999999997,128.47247999999996,NA,NA,NA,NA,NA,128.47247999999996,LAGUNA BEACH,33.40107474,4.24010907,1.41624325,42.91118906513154,42.91118906513154,0.5,Unknown,MY2022-23,LAGUNABEACH,274,5878.8329019230205
I01-11023-1,LAGUNA BEACH,NA,0.002155,NA,0.0014869499999999997,0.0014869499999999997,128.47247999999996,NA,NA,NA,NA,NA,128.47247999999996,ORANGE CO,66.59891828,4.24010907,2.823869268,85.56128196748932,85.56128196748932,0.5,Unknown,MY2022-23,LAGUNABEACH,274,11721.895629546038
I01-11216-1 (I02P13),ALISO VIEJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ALISO VIEJO,85.52948144,231.31390007,197.8417541,NA,881.1673830649694,1,Yes,MY2022-23,ELTORO,275,242321.03034286658
I01-11216-1 (I02P13),ALISO VIEJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,LAGUNA WOODS,12.7806056,231.31390007,29.5633434,NA,1487.8825083409606,1,Yes,MY2022-23,ELTORO,275,409167.68979376415
I01-11216-2 (I02P12),ALISO VIEJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ALISO VIEJO,100,NA,NA,NA,881.1673830649694,1,Yes,MY2022-23,ELTORO,275,242321.03034286658
I01-11216-3,ALISO VIEJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ALISO VIEJO,27.53095221,4.87418855,1.341911705,NA,881.1673830649694,1,Yes,MY2022-23,ELTORO,275,242321.03034286658
I01-11216-3,ALISO VIEJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,LAGUNA WOODS,72.46900588,4.87418855,3.532279107,NA,1487.8825083409606,1,Yes,MY2022-23,ELTORO,275,409167.68979376415
I01-11216-4 (I02P14),ALISO VIEJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ALISO VIEJO,100,66.5562155,NA,NA,881.1673830649694,0.5,Yes,MY2022-23,ELTORO,275,121160.51517143329
I01-11217-1,ALISO VIEJO,NA,0.001777,NA,0.0012261299999999998,0.0012261299999999998,105.93763199999998,NA,NA,NA,NA,NA,105.93763199999998,ALISO VIEJO,100,35.66443538,35.66446691,105.93763199999998,105.93763199999998,0.4,Unknown,MY2022-23,ELTORO,275,11653.139519999997
I01-11487-2,LAGUNA BEACH,NA,0.008375,NA,0.00577875,0.00577875,499.284,NA,NA,NA,NA,NA,499.284,LAGUNA BEACH,100.0000001,134.7247304,134.7248497,499.28400049928393,499.28400049928393,0.385,Yes,MY2022-23,LAGUNABEACH,274,52669.469212669464
I01-11502-1,ALISO VIEJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,LAGUNA BEACH,94.54079859,25.92502892,24.50975105,NA,734.4842763552602,0.77,Unknown,MY2022-23,LAGUNABEACH,274,154961.49262543282
I01-11502-1,ALISO VIEJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,LAGUNA WOODS,5.45919891,25.92502892,1.415300148,NA,1487.8825083409606,0.77,Unknown,MY2022-23,LAGUNABEACH,274,313913.4516097759
I01-11503-5,ALISO VIEJO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,ALISO VIEJO,100,NA,NA,NA,881.1673830649694,0.77,Yes,MY2022-23,LAGUNABEACH,274,185908.69447904726
J01-10004-2,LAKE FOREST,NA,7.54e-4,NA,5.202599999999999e-4,5.202599999999999e-4,44.950464,NA,NA,NA,NA,NA,44.950464,LAKE FOREST,100,11.76218814,11.76219854,44.95046399999999,44.95046399999999,0,Unknown,MY2022-23,ELTORO,275,0
J01-10041-2 (J03P13),LAGUNA NIGUEL,NA,2.4525,NA,1.6922249999999999,1.6922249999999999,146208.24,NA,NA,NA,NA,NA,146208.24,LAGUNA HILLS,0.009690605,374.69432682,0.036310178,14.168463015851998,14.168463015851998,0.77,Yes,MY2022-23,SULPHURCREEK,279,3043.810909695485
J01-10041-2 (J03P13),LAGUNA NIGUEL,NA,2.4525,NA,1.6922249999999999,1.6922249999999999,146208.24,NA,NA,NA,NA,NA,146208.24,LAGUNA NIGUEL,99.9903098,374.69432682,374.6583494,146194.0721291275,146194.0721291275,0.77,Yes,MY2022-23,SULPHURCREEK,279,31406872.515500464
J01-9031-1,LAKE FOREST,NA,0.037166,NA,0.025644539999999997,0.025644539999999997,2215.688256,NA,NA,NA,NA,NA,2215.688256,LAKE FOREST,91.74566749,298.95942316,274.2825608,2032.7979799647399,2032.7979799647399,0.885,Unknown,MY2022-23,TUCKER,247,444359.4744303923
J01-9040-1,LAKE FOREST,NA,0.352755,0.042693749999999996,0.24340094999999998,0.042693749999999996,3688.74,NA,NA,NA,NA,NA,3688.74,LAKE FOREST,99.97855453,146.1265793,146.0953709,3687.9489323699217,3687.9489323699217,1,Yes,MY2022-23,TUCKER,247,910923.3862953706
J01-9040-1,LAKE FOREST,NA,0.352755,0.042693749999999996,0.24340094999999998,0.042693749999999996,3688.74,NA,NA,NA,NA,NA,3688.74,ORANGE CO,0.021445596,146.1265793,0.031337744,0.7910722778903999,0.7910722778903999,1,Yes,MY2022-23,TUCKER,247,195.39485263892877
J01-9046-3,LAKE FOREST,NA,0.004993,0.01656,0.0034451699999999996,0.01656,1430.7839999999999,NA,NA,NA,NA,NA,1430.7839999999999,LAKE FOREST,100,15.52791748,15.52793121,1430.7839999999999,1430.7839999999999,0.5,Yes,MY2022-23,ELTORO,275,196732.8
J01-9066-1 (J01P04),MISSION VIEJO,NA,0.015405,0.003,0.010629449999999999,0.003,259.2,0.005,NA,432,NA,NA,432,LAKE FOREST,2.845060742,82.12170635,2.336414493,12.290662405439997,12.290662405439997,0.7566666666666667,Yes,MY2022-23,ELTORO,275,2557.4820021986397
J01-9066-1 (J01P04),MISSION VIEJO,NA,0.015405,0.003,0.010629449999999999,0.003,259.2,0.005,NA,432,NA,NA,432,MISSION VIEJO,97.15493782,82.12170635,79.78536327,419.70933138239997,419.70933138239997,0.7566666666666667,Yes,MY2022-23,ELTORO,275,87334.5167051544
J01-9066-2 (J01P03),MISSION VIEJO,NA,0.083379,0.028666666666666667,0.057531509999999994,0.028666666666666667,2476.8,NA,NA,NA,NA,NA,2476.8,LAKE FOREST,0.818376545,420.34930926,3.440043196,20.269550266560003,20.269550266560003,0.9233333333333333,Yes,MY2022-23,ELTORO,275,5146.776638517361
J01-9066-2 (J01P03),MISSION VIEJO,NA,0.083379,0.028666666666666667,0.057531509999999994,0.028666666666666667,2476.8,NA,NA,NA,NA,NA,2476.8,MISSION VIEJO,99.18162349,420.34930926,416.9096378,2456.5304506003204,2456.5304506003204,0.9233333333333333,Yes,MY2022-23,ELTORO,275,623754.023581598
J01-9224-1 (J01P24),LAGUNA NIGUEL,NA,0.033535,0.023818985714285715,0.02313915,0.023818985714285715,2057.960365714286,0.008,NA,691.1999999999999,NA,NA,691.1999999999999,ALISO VIEJO,1.638278647,222.46726525,3.644636926,11.323782008063999,11.323782008063999,0.97125,Yes,MY2022-23,SULPHURCREEK,279,3068.504293817672
J01-9224-1 (J01P24),LAGUNA NIGUEL,NA,0.033535,0.023818985714285715,0.02313915,0.023818985714285715,2057.960365714286,0.008,NA,691.1999999999999,NA,NA,691.1999999999999,LAGUNA NIGUEL,98.36172091,222.46726525,218.822824,679.8762149299199,679.8762149299199,0.97125,Yes,MY2022-23,SULPHURCREEK,279,184232.00687644104
J01-9224-2 (J01P25),LAGUNA NIGUEL,NA,0.094586,0.049199451666666665,0.06526434,0.049199451666666665,4250.832624000001,0.081,NA,6998.4000000000005,NA,NA,6998.4000000000005,ALISO VIEJO,1.638278647,222.46726525,3.644636926,114.653292831648,114.653292831648,1,Yes,MY2022-23,SULPHURCREEK,279,31988.268700029792
J01-9224-2 (J01P25),LAGUNA NIGUEL,NA,0.094586,0.049199451666666665,0.06526434,0.049199451666666665,4250.832624000001,0.081,NA,6998.4000000000005,NA,NA,6998.4000000000005,LAGUNA NIGUEL,98.36172091,222.46726525,218.822824,6883.7466761654405,6883.7466761654405,1,Yes,MY2022-23,SULPHURCREEK,279,1920565.3226501578
J01-9259-3,LAKE FOREST,NA,0.00601,NA,0.004146899999999999,0.004146899999999999,358.29215999999997,NA,NA,NA,NA,NA,358.29215999999997,LAKE FOREST,99.99231896,140.75505759,140.7443706,358.26463943587356,358.26463943587356,0,Yes,MY2022-23,ELTORO,275,0
J01-9264-1 (J01P06),LAKE FOREST,NA,0,0.034,0,0.034,2937.6000000000004,NA,NA,NA,NA,NA,2937.6000000000004,LAKE FOREST,92.08498047,680.93059513,627.0353599,2705.088386286721,2705.088386286721,0.7566666666666667,Yes,MY2022-23,ELTORO,275,562883.8083798285
J01-9275-2,LAKE FOREST,NA,0.0018,0.007451999999999999,0.0012419999999999998,0.007451999999999999,643.8527999999999,NA,NA,NA,NA,NA,643.8527999999999,LAKE FOREST,95.02628824,42.7322098,40.60686876,611.8294175693106,611.8294175693106,0,Unknown,MY2022-23,ELTORO,275,0
J01-9275-2,LAKE FOREST,NA,0.0018,0.007451999999999999,0.0012419999999999998,0.007451999999999999,643.8527999999999,NA,NA,NA,NA,NA,643.8527999999999,MISSION VIEJO,4.973711762,42.7322098,2.1253788240000002,32.02338244356633,32.02338244356633,0,Unknown,MY2022-23,ELTORO,275,0
J01-9313-1,ALISO VIEJO,NA,0.05,NA,0.034499999999999996,0.034499999999999996,2980.7999999999997,NA,NA,NA,NA,NA,2980.7999999999997,ALISO VIEJO,99.21825221,137.37665275,136.3028343,2957.4976618756796,2957.4976618756796,0.7566666666666667,Unknown,MY2022-23,SULPHURCREEK,279,624357.3313985748
J01-9313-1,ALISO VIEJO,NA,0.05,NA,0.034499999999999996,0.034499999999999996,2980.7999999999997,NA,NA,NA,NA,NA,2980.7999999999997,ORANGE CO,0.781746628,137.37665275,1.073938299,23.302303487424002,23.302303487424002,0.7566666666666667,Unknown,MY2022-23,SULPHURCREEK,279,4919.349289230081
J01-9782-1 (J01TBN3),LAKE FOREST,NA,0.00112,NA,7.727999999999999e-4,7.727999999999999e-4,66.76991999999998,NA,NA,NA,NA,NA,66.76991999999998,LAKE FOREST,45.38061266,30.80686795,13.98035778,30.30059876859186,30.30059876859186,0,Unknown,MY2022-23,ELTORO,275,0
J01-9782-1 (J01TBN3),LAKE FOREST,NA,0.00112,NA,7.727999999999999e-4,7.727999999999999e-4,66.76991999999998,NA,NA,NA,NA,NA,66.76991999999998,MISSION VIEJO,54.6193895,30.80686795,16.82653807,36.46932267363839,36.46932267363839,0,Unknown,MY2022-23,ELTORO,275,0
J03-9215-1,LAGUNA NIGUEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,LAGUNA NIGUEL,100,65.12825351,65.12831109,NA,2763.7213602375755,0.77,Yes,MY2022-23,SULPHURCREEK,279,593730.2598198383
J03-9216-2,LAGUNA NIGUEL,NA,1.560945,1.1781724699999998,1.07705205,1.1781724699999998,101794.10140799999,NA,4.7765301036261905,NA,412692.2009533029,257243.15118065145,257243.15118065145,LAGUNA NIGUEL,99.85072453,1123.28596907,1121.61017,256859.1502576837,256859.1502576837,0.5675,Yes,MY2022-23,SULPHURCREEK,279,40669151.40817471
J03-9216-2,LAGUNA NIGUEL,NA,1.560945,1.1781724699999998,1.07705205,1.1781724699999998,101794.10140799999,NA,4.7765301036261905,NA,412692.2009533029,257243.15118065145,257243.15118065145,SAN JUAN CAPISTRANO,0.149275428,1123.28596907,1.676791419,384.0008149256045,384.0008149256045,0.5675,Yes,MY2022-23,SULPHURCREEK,279,60799.80902920828
J03-9216-5,LAGUNA NIGUEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,LAGUNA NIGUEL,100,NA,NA,NA,2763.7213602375755,0.385,Yes,MY2022-23,SULPHURCREEK,279,296865.12990991917
J03-9234-5,LAGUNA NIGUEL,NA,0.012591,NA,0.008687789999999999,0.008687789999999999,750.6250559999999,NA,NA,NA,NA,NA,750.6250559999999,LAGUNA NIGUEL,100,131.49969178,131.499808,750.6250559999999,750.6250559999999,0.385,Yes,MY2022-23,SULPHURCREEK,279,80628.39039023999
J04-9249-1,LAGUNA NIGUEL,NA,1.180767,NA,0.8147292299999999,0.8147292299999999,70392.605472,NA,NA,NA,NA,NA,70392.605472,ALISO VIEJO,8.068009599,1643.4542726,132.5941657,5679.282166467159,5679.282166467159,0.59,Yes,MY2022-23,SULPHURCREEK,279,934866.637422159
J04-9249-1,LAGUNA NIGUEL,NA,1.180767,NA,0.8147292299999999,0.8147292299999999,70392.605472,NA,NA,NA,NA,NA,70392.605472,LAGUNA HILLS,71.83884675,1643.4542726,1180.63964,50569.2359683622,50569.2359683622,0.59,Yes,MY2022-23,SULPHURCREEK,279,8324201.932752101
J04-9249-1,LAGUNA NIGUEL,NA,1.180767,NA,0.8147292299999999,0.8147292299999999,70392.605472,NA,NA,NA,NA,NA,70392.605472,LAGUNA NIGUEL,20.09314366,1643.4542726,330.2219199,14144.08734350598,14144.08734350598,0.59,Yes,MY2022-23,SULPHURCREEK,279,2328258.2176145194
K01-12036-1,LAGUNA NIGUEL,NA,0.021434,0.015816869999999997,0.01478946,0.015816869999999997,1366.5775679999997,NA,0.10354513888888889,NA,8946.3,5156.438784,5156.438784,LAGUNA NIGUEL,100,137.80531846,137.8054403,5156.438784,5156.438784,0.885,Yes,MY2022-23,SULPHURCREEK,279,1273202.08235136
K01-12062-1,LAGUNA NIGUEL,NA,0.122807,NA,0.08473683,0.08473683,7321.262112,NA,NA,NA,NA,NA,7321.262112,LAGUNA NIGUEL,96.51947141,258.84115572,249.8323362,7066.443491043003,7066.443491043003,0.885,Yes,MY2022-23,SULPHURCREEK,279,1744810.894590883
K01-12062-1,LAGUNA NIGUEL,NA,0.122807,NA,0.08473683,0.08473683,7321.262112,NA,NA,NA,NA,NA,7321.262112,SAN JUAN CAPISTRANO,3.480528667,258.84115572,9.009048593,254.81862659436968,254.81862659436968,0.885,Yes,MY2022-23,SULPHURCREEK,279,62918.541185548784
K01-12155-1,LAGUNA NIGUEL,NA,4.4e-4,NA,3.036e-4,3.036e-4,26.23104,NA,6.597222222222223e-5,NA,5.7,15.96552,15.96552,LAGUNA NIGUEL,100,63.75808645,63.75814281,15.96552,15.96552,0,Unknown,MY2022-23,DANAPOINT,263,0
K01-12156-1,LAGUNA NIGUEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,LAGUNA NIGUEL,100,88.38784859,88.38792673,NA,2763.7213602375755,0.885,Yes,MY2022-23,DANAPOINT,263,643269.9652020968
L01-125-1,RANCHO SANTA MARGARITA,NA,2.5,1.7249999999999999,1.7249999999999999,1.7249999999999999,149039.99999999997,NA,NA,NA,NA,NA,149039.99999999997,ORANGE CO,17.10683645,362.07575558,61.93976207,25496.029045079995,25496.029045079995,0.885,Yes,MY2022-23,TRABUCO,266,6002020.1975022815
