Station,Sample Type,Parameter,Qualifier,ResultAvg,Units,JURISDICTI3,Qadj_Qall,LoadQadj_Qall,LoadsPoundsQS
M02-085-1 (M02P06),Dissolved,Naphthalene,NA,0,ng/L,SAN CLEMENTE,1273499.0217904504,0,0
M02-085-2,Dissolved,Naphthalene,NA,0,ng/L,SAN CLEMENTE,7194886.431264,0,0
I01-11010-1,Dissolved,Naphthalene,NA,0,ng/L,LAGUNA BEACH,1485518.4000000001,0,0
I00-11437-1,Dissolved,Naphthalene,NA,0,ng/L,LAGUNA BEACH,2244793.7149110925,0,0
I00-11437-1,Dissolved,Naphthalene,NA,0,ng/L,ORANGE CO,82096.2659121763,0,0
L02-246-1 (L11P01),Total,Naphthalene,<,1.25,ng/L,RANCHO SANTA MARGARITA,615615.8297142858,769519.7871428572,4.8039511077282795e-5
L02-246-1 (L11P01),Total,Naphthalene,<,1.25,ng/L,RANCHO SANTA MARGARITA,600136.1279999999,750170.1599999999,4.6831554319053243e-5
L02-641-1,Total,Naphthalene,<,1.25,ng/L,ORANGE CO,1013.3313152860796,1266.6641441075994,7.90751936450953e-8
L02-641-1,Total,Naphthalene,<,1.25,ng/L,RANCHO SANTA MARGARITA,171354.6686261088,214193.335782636,1.337164202783503e-5
L02-641-2,Total,Naphthalene,<,1.25,ng/L,ORANGE CO,2161.9407973799575,2702.425996724947,1.6870680361219108e-7
L02-641-2,Total,Naphthalene,<,1.25,ng/L,RANCHO SANTA MARGARITA,365584.9210775861,456981.1513469827,2.8528377631135996e-5
L02-641-2,Total,Naphthalene,<,1.25,ng/L,ORANGE CO,25324.72586215625,31655.907327695313,1.976212095047714e-6
L02-641-2,Total,Naphthalene,<,1.25,ng/L,RANCHO SANTA MARGARITA,4282419.720673211,5353024.650841514,3.3417813460764076e-4
L01-731-1 (L08TBN2),Total,Naphthalene,<,2.5,ng/L,ORANGE CO,28829.92986552969,72074.82466382423,4.499480579552941e-6
L01-731-1 (L08TBN2),Total,Naphthalene,<,2.5,ng/L,RANCHO SANTA MARGARITA,462608.04019853176,1156520.1004963294,7.219913133770978e-5
L02-166-3 (L02P26),Total,Naphthalene,<,1.25,ng/L,ORANGE CO,4809.278034996831,6011.597543746038,3.752914630918266e-7
L02-166-3 (L02P26),Total,Naphthalene,<,1.25,ng/L,RANCHO SANTA MARGARITA,851624.6187073421,1064530.7733841776,6.645643001588449e-5
L02-246-1 (L11P01),Dissolved,Naphthalene,NA,0,ng/L,RANCHO SANTA MARGARITA,615615.8297142858,0,0
L02-246-1 (L11P01),Dissolved,Naphthalene,NA,0,ng/L,RANCHO SANTA MARGARITA,600136.1279999999,0,0
L02-641-1,Dissolved,Naphthalene,NA,0,ng/L,ORANGE CO,1013.3313152860796,0,0
L02-641-1,Dissolved,Naphthalene,NA,0,ng/L,RANCHO SANTA MARGARITA,171354.6686261088,0,0
L02-641-2,Dissolved,Naphthalene,NA,0,ng/L,ORANGE CO,2161.9407973799575,0,0
L02-641-2,Dissolved,Naphthalene,NA,0,ng/L,RANCHO SANTA MARGARITA,365584.9210775861,0,0
L02-641-2,Dissolved,Naphthalene,NA,0,ng/L,ORANGE CO,25324.72586215625,0,0
L02-641-2,Dissolved,Naphthalene,NA,0,ng/L,RANCHO SANTA MARGARITA,4282419.720673211,0,0
L01-731-1 (L08TBN2),Dissolved,Naphthalene,NA,0,ng/L,ORANGE CO,28829.92986552969,0,0
L01-731-1 (L08TBN2),Dissolved,Naphthalene,NA,0,ng/L,RANCHO SANTA MARGARITA,462608.04019853176,0,0
L02-166-3 (L02P26),Dissolved,Naphthalene,NA,0,ng/L,ORANGE CO,4809.278034996831,0,0
L02-166-3 (L02P26),Dissolved,Naphthalene,NA,0,ng/L,RANCHO SANTA MARGARITA,851624.6187073421,0,0
J01-9224-2 (J01P25),Total,Naphthalene,<,2.5,ng/L,ALISO VIEJO,31988.268700029792,79970.67175007449,4.992401801205729e-6
J01-9224-2 (J01P25),Total,Naphthalene,<,2.5,ng/L,LAGUNA NIGUEL,1920565.3226501578,4801413.306625394,2.997421919280983e-4
L03-316-3 (L03P12),Total,Naphthalene,<,2.5,ng/L,MISSION VIEJO,7413529.826236038,18533824.565590095,0.0011570279093522408
J01-9273-1 (J01ASVM),Total,Naphthalene,<,2.5,ng/L,NA,NA,NA,NA
J01-9273-1 (J01ASVM),Dissolved,Naphthalene,NA,0,ng/L,NA,NA,NA,NA
J03-9221-1 (J03P02),Total,Naphthalene,<,2.5,ng/L,LAGUNA NIGUEL,3303913.5360000003,8259783.840000001,5.156410321180973e-4
J01-9082-2,Total,Naphthalene,<,2.5,ng/L,ALISO VIEJO,663258.1110407821,1658145.2776019552,1.035145421365435e-4
J01-9082-2,Total,Naphthalene,<,2.5,ng/L,ORANGE CO,14591.35464843927,36478.38662109817,2.2772693924767467e-6
K01-12177-1 (K01P07),Total,Naphthalene,<,2.5,ng/L,LAGUNA NIGUEL,4657608.619114088,11644021.547785219,7.269119150344901e-4
L01-726-5,Total,Naphthalene,<,2.5,ng/L,DANA POINT,298188.3316463654,745470.8291159135,4.653818491928759e-5
L01-726-5,Total,Naphthalene,<,2.5,ng/L,SAN JUAN CAPISTRANO,19936.46520419904,49841.16301049761,3.111479577981222e-6
K01-12126-1 (K01S01),Total,Naphthalene,NA,11.9,ng/L,DANA POINT,990998.5304908713,11792882.512841368,7.362049937821356e-4
K01-12126-1 (K01S01),Total,Naphthalene,NA,11.9,ng/L,LAGUNA NIGUEL,2656075.0695091286,31607293.32715863,0.001973177224656708
K01-12159-2,Total,Naphthalene,<,2.5,ng/L,DANA POINT,2045087.9999999993,5112719.999999998,3.19176417785146e-4
L05-489-3,Total,Naphthalene,<,2.5,ng/L,ORANGE CO,11576026.50698835,28940066.267470874,0.001806667817075079
J01-9007-1 (J02P05),Total,Naphthalene,NA,2.965,ng/L,ALISO VIEJO,480980.7288160326,1426107.8609395365,8.90289314552564e-5
J01-9007-1 (J02P05),Total,Naphthalene,NA,2.965,ng/L,ORANGE CO,8845.065025712363,26225.617801237157,1.6372104758330664e-6
L02-246-1 (L11P01),Total,Naphthalene,NA,1.25,ng/L,RANCHO SANTA MARGARITA,615615.8297142858,769519.7871428572,4.8039511077282795e-5
L02-246-1 (L11P01),Total,Naphthalene,NA,1.25,ng/L,RANCHO SANTA MARGARITA,600136.1279999999,750170.1599999999,4.6831554319053243e-5
SC1-2,Total,Naphthalene,NA,0,ng/L,NA,NA,NA,NA
L02-641-1,Total,Naphthalene,NA,1.25,ng/L,ORANGE CO,1013.3313152860796,1266.6641441075994,7.90751936450953e-8
L02-641-1,Total,Naphthalene,NA,1.25,ng/L,RANCHO SANTA MARGARITA,171354.6686261088,214193.335782636,1.337164202783503e-5
L02-641-2,Total,Naphthalene,NA,1.25,ng/L,ORANGE CO,2161.9407973799575,2702.425996724947,1.6870680361219108e-7
L02-641-2,Total,Naphthalene,NA,1.25,ng/L,RANCHO SANTA MARGARITA,365584.9210775861,456981.1513469827,2.8528377631135996e-5
L02-641-2,Total,Naphthalene,NA,1.25,ng/L,ORANGE CO,25324.72586215625,31655.907327695313,1.976212095047714e-6
L02-641-2,Total,Naphthalene,NA,1.25,ng/L,RANCHO SANTA MARGARITA,4282419.720673211,5353024.650841514,3.3417813460764076e-4
L02-166-3 (L02P26),Total,Naphthalene,NA,1.25,ng/L,ORANGE CO,4809.278034996831,6011.597543746038,3.752914630918266e-7
L02-166-3 (L02P26),Total,Naphthalene,NA,1.25,ng/L,RANCHO SANTA MARGARITA,851624.6187073421,1064530.7733841776,6.645643001588449e-5
J01-9992-1 (J01P27),Total,Naphthalene,NA,0,ng/L,ALISO VIEJO,39297.39287168602,0,0
J01-9992-1 (J01P27),Total,Naphthalene,NA,0,ng/L,ORANGE CO,115.26310269575279,0,0
J01-9131-1 (J01P28),Total,Naphthalene,<,2.5,ng/L,ALISO VIEJO,333862.55999999994,834656.3999999999,5.210585360306177e-5
L03-418-8,Total,Naphthalene,<,2.5,ng/L,LAGUNA NIGUEL,251888.61272336388,629721.5318084097,3.931219834545666e-5
L03-418-8,Total,Naphthalene,<,2.5,ng/L,MISSION VIEJO,2298480.77152387,5746201.928809675,3.5872336985157984e-4
M02-085-1 (M02P06),Total,Naphthalene,NA,0,ng/L,ORANGE CO,882.9940915990373,0,0
M02-085-1 (M02P06),Total,Naphthalene,NA,0,ng/L,SAN CLEMENTE,1273499.0217904504,0,0
M02-085-2,Total,Naphthalene,NA,0,ng/L,SAN CLEMENTE,7194886.431264,0,0
M02-032-1,Total,Naphthalene,NA,0,ng/L,SAN CLEMENTE,4802274.773279999,0,0
M01-042-1 (M01S01),Total,Naphthalene,NA,0,ng/L,SAN CLEMENTE,1076085.79450752,0,0
J01-9377-1,Total,Phenanthrene,NA,9.02,ng/L,LAKE FOREST,193643.67839086507,1746665.9790856028,1.090407044140355e-4
J01-9377-1,Total,Phenanthrene,NA,9.02,ng/L,MISSION VIEJO,3801.919024571975,34293.309601639216,2.1408596036254985e-6
J01-10004-1 (J01P01),Total,Phenanthrene,<,2.5,ng/L,LAKE FOREST,987247.432440811,2468118.5811020276,1.5407948164286383e-4
J01-9377-1,Dissolved,Phenanthrene,NA,0,ng/L,LAKE FOREST,193643.67839086507,0,0
J01-9377-1,Dissolved,Phenanthrene,NA,0,ng/L,MISSION VIEJO,3801.919024571975,0,0
J01-10004-1 (J01P01),Dissolved,Phenanthrene,NA,0,ng/L,LAKE FOREST,987247.432440811,0,0
L04-266-5,Total,Phenanthrene,<,2.5,ng/L,MISSION VIEJO,6892314.547799999,17230786.369499996,0.00107568195970797
I01-11343-2 (I02P18),Total,Phenanthrene,<,2.5,ng/L,LAGUNA WOODS,45186.8173673994,112967.0434184985,7.052296281841254e-6
L04-672-1,Dissolved,Phenanthrene,NA,0,ng/L,MISSION VIEJO,2251802.3628672,0,0
L04-266-5,Dissolved,Phenanthrene,NA,0,ng/L,MISSION VIEJO,6892314.547799999,0,0
I01-11343-2 (I02P18),Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA WOODS,45186.8173673994,0,0
L03-662-3 (L03P16),Total,Phenanthrene,<,2.5,ng/L,MISSION VIEJO,728306.7412500001,1820766.8531250001,1.1366666701919347e-4
L03-214-2 (L03P18),Total,Phenanthrene,<,2.5,ng/L,MISSION VIEJO,9795374.37498252,24488435.9374563,0.0015287618449041484
L03-214-2 (L03P18),Total,Phenanthrene,<,2.5,ng/L,RANCHO SANTA MARGARITA,466591.0148327202,1166477.5370818006,7.282075328056477e-5
L03-316-3 (L03P12),Total,Phenanthrene,<,2.5,ng/L,MISSION VIEJO,7413529.826236038,18533824.565590095,0.0011570279093522408
L03-662-3 (L03P16),Dissolved,Phenanthrene,NA,0,ng/L,MISSION VIEJO,728306.7412500001,0,0
L03-316-3 (L03P12),Dissolved,Phenanthrene,NA,0,ng/L,MISSION VIEJO,7413529.826236038,0,0
L03-214-2 (L03P18),Dissolved,Phenanthrene,NA,0,ng/L,MISSION VIEJO,9795374.37498252,0,0
L03-214-2 (L03P18),Dissolved,Phenanthrene,NA,0,ng/L,RANCHO SANTA MARGARITA,466591.0148327202,0,0
K01-12177-1 (K01P07),Total,Phenanthrene,<,2.5,ng/L,LAGUNA NIGUEL,4657608.619114088,11644021.547785219,7.269119150344901e-4
K01-12156-4 (SCNK01),Total,Phenanthrene,NA,0,ng/L,NA,NA,NA,NA
J03-9221-1 (J03P02),Total,Phenanthrene,<,2.5,ng/L,LAGUNA NIGUEL,3303913.5360000003,8259783.840000001,5.156410321180973e-4
J01-9224-1 (J01P24),Total,Phenanthrene,<,2.5,ng/L,ALISO VIEJO,3068.504293817672,7671.26073454418,4.789007653749198e-7
J01-9224-1 (J01P24),Total,Phenanthrene,<,2.5,ng/L,LAGUNA NIGUEL,184232.00687644104,460580.0171911026,2.8753047299769428e-5
L03-418-8,Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA NIGUEL,251888.61272336388,0,0
L03-418-8,Dissolved,Phenanthrene,NA,0,ng/L,MISSION VIEJO,2298480.77152387,0,0
K01-12177-1 (K01P07),Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA NIGUEL,4657608.619114088,0,0
J03-9221-1 (J03P02),Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA NIGUEL,3303913.5360000003,0,0
J01-9224-1 (J01P24),Dissolved,Phenanthrene,NA,0,ng/L,ALISO VIEJO,3068.504293817672,0,0
J01-9224-1 (J01P24),Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA NIGUEL,184232.00687644104,0,0
J01-9224-2 (J01P25),Dissolved,Phenanthrene,NA,0,ng/L,ALISO VIEJO,31988.268700029792,0,0
J01-9224-2 (J01P25),Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA NIGUEL,1920565.3226501578,0,0
L01-404-1,Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,607900.6394999999,1519751.59875,9.487491417724298e-5
L01-340-1,Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,294000.5583070091,735001.3957675227,4.5884600089220675e-5
L01-340-1,Total,Phenanthrene,<,2.5,ng/L,RANCHO SANTA MARGARITA,3611.8316279502988,9029.579069875746,5.636977385091833e-7
L05-489-3,Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,11576026.50698835,28940066.267470874,0.001806667817075079
L02-374-1 (L02P50),Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,1549656.2752879742,3874140.6882199356,2.4185450149073675e-4
L01-404-1,Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,607900.6394999999,0,0
L01-340-1,Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,294000.5583070091,0,0
L01-340-1,Dissolved,Phenanthrene,NA,0,ng/L,RANCHO SANTA MARGARITA,3611.8316279502988,0,0
L05-489-3,Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,11576026.50698835,0,0
L05-049-1,Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,2073409.118979964,0,0
L02-374-1 (L02P50),Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,1549656.2752879742,0,0
J01-9992-1 (J01P27),Total,Phenanthrene,<,1.25,ng/L,ALISO VIEJO,39297.39287168602,49121.74108960752,3.0665675719285135e-6
J01-9992-1 (J01P27),Total,Phenanthrene,<,1.25,ng/L,ORANGE CO,115.26310269575279,144.07887836969098,8.994543076198138e-9
J01-9992-1 (J01P27),Dissolved,Phenanthrene,NA,0,ng/L,ALISO VIEJO,39297.39287168602,0,0
J01-9992-1 (J01P27),Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,115.26310269575279,0,0
J01-9131-1 (J01P28),Dissolved,Phenanthrene,NA,0,ng/L,ALISO VIEJO,333862.55999999994,0,0
J01-9007-1 (J02P05),Dissolved,Phenanthrene,NA,0,ng/L,ALISO VIEJO,480980.7288160326,0,0
J01-9007-1 (J02P05),Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,8845.065025712363,0,0
J06-9079-1 (J06P03),Total,Phenanthrene,<,2.5,ng/L,ALISO VIEJO,378008.66377610824,945021.6594402706,5.899572595204116e-5
J06-10011-1 (J06P01),Total,Phenanthrene,<,2.5,ng/L,ALISO VIEJO,655642.1397787175,1639105.3494467938,1.0232591923846754e-4
J06-10011-1 (J06P01),Total,Phenanthrene,<,2.5,ng/L,LAGUNA HILLS,919610.2814360304,2299025.703590076,1.4352336690995313e-4
J06-10011-1 (J06P01),Total,Phenanthrene,<,2.5,ng/L,LAGUNA WOODS,1683191.956220705,4207979.890551763,2.626953847615834e-4
J06-10011-1 (J06P01),Total,Phenanthrene,<,2.5,ng/L,LAKE FOREST,1012754.6435336117,2531886.608834029,1.5806038626129084e-4
J01-9082-2,Total,Phenanthrene,<,2.5,ng/L,ALISO VIEJO,663258.1110407821,1658145.2776019552,1.035145421365435e-4
J01-9082-2,Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,14591.35464843927,36478.38662109817,2.2772693924767467e-6
J06-9079-1 (J06P03),Dissolved,Phenanthrene,NA,0,ng/L,ALISO VIEJO,378008.66377610824,0,0
J06-10011-1 (J06P01),Dissolved,Phenanthrene,NA,0,ng/L,ALISO VIEJO,655642.1397787175,0,0
J06-10011-1 (J06P01),Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA HILLS,919610.2814360304,0,0
J06-10011-1 (J06P01),Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA WOODS,1683191.956220705,0,0
J06-10011-1 (J06P01),Dissolved,Phenanthrene,NA,0,ng/L,LAKE FOREST,1012754.6435336117,0,0
J01-9082-2,Dissolved,Phenanthrene,NA,0,ng/L,ALISO VIEJO,663258.1110407821,0,0
J01-9082-2,Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,14591.35464843927,0,0
K01-12126-1 (K01S01),Total,Phenanthrene,<,2.5,ng/L,DANA POINT,990998.5304908713,2477496.3262271783,1.546649146601125e-4
K01-12126-1 (K01S01),Total,Phenanthrene,<,2.5,ng/L,LAGUNA NIGUEL,2656075.0695091286,6640187.673772821,4.145330303900647e-4
K01-12159-3,Total,Phenanthrene,<,2.5,ng/L,DANA POINT,363571.2,908928,5.674247427291486e-5
K01-12159-2,Total,Phenanthrene,<,2.5,ng/L,DANA POINT,2045087.9999999993,5112719.999999998,3.19176417785146e-4
L01-726-5,Dissolved,Phenanthrene,NA,0,ng/L,DANA POINT,298188.3316463654,0,0
L01-726-5,Dissolved,Phenanthrene,NA,0,ng/L,SAN JUAN CAPISTRANO,19936.46520419904,0,0
L01-728-5 (L01-DP),Dissolved,Phenanthrene,NA,0,ng/L,DANA POINT,66313.3872384,0,0
K01-12126-1 (K01S01),Dissolved,Phenanthrene,NA,0,ng/L,DANA POINT,990998.5304908713,0,0
K01-12126-1 (K01S01),Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA NIGUEL,2656075.0695091286,0,0
K01-12159-3,Dissolved,Phenanthrene,NA,0,ng/L,DANA POINT,363571.2,0,0
K01-12159-2,Dissolved,Phenanthrene,NA,0,ng/L,DANA POINT,2045087.9999999993,0,0
L05-503-1,Total,Phenanthrene,<,2.5,ng/L,SAN JUAN CAPISTRANO,2562235.46784,6405588.669600001,3.9988750515734247e-4
L01-724-4 (L01P03),Total,Phenanthrene,<,4.045,ng/L,LAGUNA NIGUEL,414905.243735376,1678291.710909596,1.0477224183734467e-4
L01-724-4 (L01P03),Total,Phenanthrene,<,4.045,ng/L,SAN JUAN CAPISTRANO,1015360.357551863,4107132.646297286,2.5639970219640333e-4
L05-503-1,Dissolved,Phenanthrene,NA,0,ng/L,SAN JUAN CAPISTRANO,2562235.46784,0,0
L01-724-4 (L01P03),Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA NIGUEL,414905.243735376,0,0
L01-724-4 (L01P03),Dissolved,Phenanthrene,NA,0,ng/L,SAN JUAN CAPISTRANO,1015360.357551863,0,0
L01-724-1 (L01S01),Dissolved,Phenanthrene,NA,0,ng/L,DANA POINT,637913.7850124988,0,0
L01-724-1 (L01S01),Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA NIGUEL,453025.0942074572,0,0
L01-724-1 (L01S01),Dissolved,Phenanthrene,NA,0,ng/L,SAN JUAN CAPISTRANO,666394.7480090205,0,0
M01-042-1 (M01S01),Total,Phenanthrene,<,1.6666666666666667,ng/L,SAN CLEMENTE,1076085.79450752,1793476.3241792002,1.1196297636756729e-4
SC1-2,Total,Phenanthrene,<,1.6666666666666667,ng/L,NA,NA,NA,NA
M02-085-1 (M02P06),Total,Phenanthrene,<,1.6666666666666667,ng/L,ORANGE CO,882.9940915990373,1471.656819331729,9.18724576748547e-8
M02-085-1 (M02P06),Total,Phenanthrene,<,1.6666666666666667,ng/L,SAN CLEMENTE,1273499.0217904504,2122498.369650751,1.325031346093546e-4
M01-042-1 (M01S01),Dissolved,Phenanthrene,NA,0,ng/L,SAN CLEMENTE,1076085.79450752,0,0
M02-032-1,Dissolved,Phenanthrene,NA,0,ng/L,SAN CLEMENTE,4802274.773279999,0,0
SC1-2,Dissolved,Phenanthrene,NA,0,ng/L,NA,NA,NA,NA
M02-085-1 (M02P06),Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,882.9940915990373,0,0
M02-085-1 (M02P06),Dissolved,Phenanthrene,NA,0,ng/L,SAN CLEMENTE,1273499.0217904504,0,0
M02-085-2,Dissolved,Phenanthrene,NA,0,ng/L,SAN CLEMENTE,7194886.431264,0,0
I00-11437-1,Total,Phenanthrene,<,2.5,ng/L,LAGUNA BEACH,2244793.7149110925,5611984.287277731,3.50344443169161e-4
I00-11437-1,Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,82096.2659121763,205240.66478044074,1.2812745499159563e-5
I01-11010-1,Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA BEACH,1485518.4000000001,0,0
I00-11437-1,Dissolved,Phenanthrene,NA,0,ng/L,LAGUNA BEACH,2244793.7149110925,0,0
I00-11437-1,Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,82096.2659121763,0,0
L02-246-1 (L11P01),Total,Phenanthrene,<,1.25,ng/L,RANCHO SANTA MARGARITA,615615.8297142858,769519.7871428572,4.8039511077282795e-5
L02-246-1 (L11P01),Total,Phenanthrene,<,1.25,ng/L,RANCHO SANTA MARGARITA,600136.1279999999,750170.1599999999,4.6831554319053243e-5
L01-731-1 (L08TBN2),Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,28829.92986552969,72074.82466382423,4.499480579552941e-6
L01-731-1 (L08TBN2),Total,Phenanthrene,<,2.5,ng/L,RANCHO SANTA MARGARITA,462608.04019853176,1156520.1004963294,7.219913133770978e-5
L02-166-3 (L02P26),Total,Phenanthrene,<,1.6666666666666667,ng/L,ORANGE CO,4809.278034996831,8015.463391661385,5.003886174557687e-7
L02-166-3 (L02P26),Total,Phenanthrene,<,1.6666666666666667,ng/L,RANCHO SANTA MARGARITA,851624.6187073421,1419374.3645122368,8.860857335451266e-5
L02-246-1 (L11P01),Dissolved,Phenanthrene,NA,0,ng/L,RANCHO SANTA MARGARITA,615615.8297142858,0,0
L02-246-1 (L11P01),Dissolved,Phenanthrene,NA,0,ng/L,RANCHO SANTA MARGARITA,600136.1279999999,0,0
L02-641-1,Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,1013.3313152860796,0,0
L02-641-1,Dissolved,Phenanthrene,NA,0,ng/L,RANCHO SANTA MARGARITA,171354.6686261088,0,0
L02-641-2,Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,2161.9407973799575,0,0
L02-641-2,Dissolved,Phenanthrene,NA,0,ng/L,RANCHO SANTA MARGARITA,365584.9210775861,0,0
L02-641-2,Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,25324.72586215625,0,0
L02-641-2,Dissolved,Phenanthrene,NA,0,ng/L,RANCHO SANTA MARGARITA,4282419.720673211,0,0
L01-731-1 (L08TBN2),Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,28829.92986552969,0,0
L01-731-1 (L08TBN2),Dissolved,Phenanthrene,NA,0,ng/L,RANCHO SANTA MARGARITA,462608.04019853176,0,0
L02-166-3 (L02P26),Dissolved,Phenanthrene,NA,0,ng/L,ORANGE CO,4809.278034996831,0,0
L02-166-3 (L02P26),Dissolved,Phenanthrene,NA,0,ng/L,RANCHO SANTA MARGARITA,851624.6187073421,0,0
J01-9224-2 (J01P25),Total,Phenanthrene,<,2.5,ng/L,ALISO VIEJO,31988.268700029792,79970.67175007449,4.992401801205729e-6
J01-9224-2 (J01P25),Total,Phenanthrene,<,2.5,ng/L,LAGUNA NIGUEL,1920565.3226501578,4801413.306625394,2.997421919280983e-4
J01-9273-1 (J01ASVM),Dissolved,Phenanthrene,NA,0,ng/L,NA,NA,NA,NA
L05-049-1,Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,2073409.118979964,5183522.79744991,3.2359648836582125e-4
L01-724-4 (L01P03),Total,Phenanthrene,NA,4.045,ng/L,LAGUNA NIGUEL,414905.243735376,1678291.710909596,1.0477224183734467e-4
L01-724-4 (L01P03),Total,Phenanthrene,NA,4.045,ng/L,SAN JUAN CAPISTRANO,1015360.357551863,4107132.646297286,2.5639970219640333e-4
M02-032-1,Total,Phenanthrene,<,1.25,ng/L,SAN CLEMENTE,4802274.773279999,6002843.466599999,3.7474496436228777e-4
M02-085-2,Total,Phenanthrene,<,1.25,ng/L,SAN CLEMENTE,7194886.431264,8993608.03908,5.614521422798915e-4
J01-9007-1 (J02P05),Total,Phenanthrene,<,1.25,ng/L,ALISO VIEJO,480980.7288160326,601225.9110200407,3.7533276330209285e-05
J01-9007-1 (J02P05),Total,Phenanthrene,<,1.25,ng/L,ORANGE CO,8845.065025712363,11056.331282140454,6.902236407390668e-7
L02-246-1 (L11P01),Total,Phenanthrene,NA,1.25,ng/L,RANCHO SANTA MARGARITA,615615.8297142858,769519.7871428572,4.8039511077282795e-5
L02-246-1 (L11P01),Total,Phenanthrene,NA,1.25,ng/L,RANCHO SANTA MARGARITA,600136.1279999999,750170.1599999999,4.6831554319053243e-5
SC1-2,Total,Phenanthrene,NA,1.6666666666666667,ng/L,NA,NA,NA,NA
L02-641-1,Total,Phenanthrene,NA,0,ng/L,ORANGE CO,1013.3313152860796,0,0
L02-641-1,Total,Phenanthrene,NA,0,ng/L,RANCHO SANTA MARGARITA,171354.6686261088,0,0
L02-641-2,Total,Phenanthrene,NA,0,ng/L,ORANGE CO,2161.9407973799575,0,0
L02-641-2,Total,Phenanthrene,NA,0,ng/L,RANCHO SANTA MARGARITA,365584.9210775861,0,0
L02-641-2,Total,Phenanthrene,NA,0,ng/L,ORANGE CO,25324.72586215625,0,0
L02-641-2,Total,Phenanthrene,NA,0,ng/L,RANCHO SANTA MARGARITA,4282419.720673211,0,0
L02-166-3 (L02P26),Total,Phenanthrene,NA,1.6666666666666667,ng/L,ORANGE CO,4809.278034996831,8015.463391661385,5.003886174557687e-7
L02-166-3 (L02P26),Total,Phenanthrene,NA,1.6666666666666667,ng/L,RANCHO SANTA MARGARITA,851624.6187073421,1419374.3645122368,8.860857335451266e-5
J01-9992-1 (J01P27),Total,Phenanthrene,NA,1.25,ng/L,ALISO VIEJO,39297.39287168602,49121.74108960752,3.0665675719285135e-6
J01-9992-1 (J01P27),Total,Phenanthrene,NA,1.25,ng/L,ORANGE CO,115.26310269575279,144.07887836969098,8.994543076198138e-9
J01-9007-1 (J02P05),Total,Phenanthrene,NA,1.25,ng/L,ALISO VIEJO,480980.7288160326,601225.9110200407,3.7533276330209285e-05
J01-9007-1 (J02P05),Total,Phenanthrene,NA,1.25,ng/L,ORANGE CO,8845.065025712363,11056.331282140454,6.902236407390668e-7
M02-085-1 (M02P06),Total,Phenanthrene,NA,1.6666666666666667,ng/L,ORANGE CO,882.9940915990373,1471.656819331729,9.18724576748547e-8
M02-085-1 (M02P06),Total,Phenanthrene,NA,1.6666666666666667,ng/L,SAN CLEMENTE,1273499.0217904504,2122498.369650751,1.325031346093546e-4
M02-085-2,Total,Phenanthrene,NA,1.25,ng/L,SAN CLEMENTE,7194886.431264,8993608.03908,5.614521422798915e-4
M02-032-1,Total,Phenanthrene,NA,1.25,ng/L,SAN CLEMENTE,4802274.773279999,6002843.466599999,3.7474496436228777e-4
M01-042-1 (M01S01),Total,Phenanthrene,NA,1.6666666666666667,ng/L,SAN CLEMENTE,1076085.79450752,1793476.3241792002,1.1196297636756729e-4
J01-9377-1,Total,Phorate,<,5,ng/L,LAKE FOREST,193643.67839086507,968218.3919543254,6.04438494534565e-5
J01-9377-1,Total,Phorate,<,5,ng/L,MISSION VIEJO,3801.919024571975,19009.595122859875,1.186729270302383e-6
