Time,L04_672_1,L04_672_1
8/17/2023 7:10,0.028,0.047
8/17/2023 7:15,0.028,0.05
8/17/2023 7:20,0.028,0.049
8/17/2023 7:25,0.025,0.039
8/17/2023 7:30,0.031,0.06
8/17/2023 7:35,0.037,0.091
8/17/2023 7:40,0.034,0.071
8/17/2023 7:45,0.037,0.091
8/17/2023 7:50,0.038,0.094
8/17/2023 7:55,0.037,0.088
8/17/2023 8:00,0.036,0.085
8/17/2023 8:05,0.035,0.081
8/17/2023 8:10,0.037,0.088
8/17/2023 8:15,0.034,0.074
8/17/2023 8:20,0.033,0.069
8/17/2023 8:25,0.042,0.114
8/17/2023 8:30,0.038,0.092
8/17/2023 8:35,0.038,0.094
8/17/2023 8:40,0.042,0.114
8/17/2023 8:45,0.041,0.109
8/17/2023 8:50,0.037,0.088
8/17/2023 8:55,0.034,0.075
8/17/2023 9:00,0.036,0.084
8/17/2023 9:05,0.033,0.068
8/17/2023 9:10,0.034,0.075
8/17/2023 9:15,0.035,0.077
8/17/2023 9:20,0.03,0.058
8/17/2023 9:25,0.034,0.075
8/17/2023 9:30,0.034,0.075
8/17/2023 9:35,0.032,0.065
8/17/2023 9:40,0.031,0.059
8/17/2023 9:45,0.03,0.058
8/17/2023 9:50,0.031,0.06
8/17/2023 9:55,0.032,0.064
8/17/2023 10:00,0.035,0.077
8/17/2023 10:05,0.035,0.078
8/17/2023 10:10,0.043,0.125
8/17/2023 10:15,0.031,0.06
8/17/2023 10:20,0.03,0.057
8/17/2023 10:25,0.031,0.06
8/17/2023 10:30,0.035,0.077
8/17/2023 10:35,0.029,0.052
8/17/2023 10:40,0.031,0.061
8/17/2023 10:45,0.037,0.089
8/17/2023 10:50,0.039,0.1
8/17/2023 10:55,0.033,0.07
8/17/2023 11:00,0.032,0.066
8/17/2023 11:05,0.035,0.078
8/17/2023 11:10,0.036,0.084
8/17/2023 11:15,0.034,0.073
8/17/2023 11:20,0.034,0.071
8/17/2023 11:25,0.034,0.071
8/17/2023 11:30,0.031,0.06
8/17/2023 11:35,0.032,0.065
8/17/2023 11:40,0.034,0.071
8/17/2023 11:45,0.032,0.063
8/17/2023 11:50,0.033,0.07
8/17/2023 11:55,0.041,0.108
8/17/2023 12:00,0.032,0.066
8/17/2023 12:05,0.033,0.068
8/17/2023 12:10,0.034,0.073
8/17/2023 12:15,0.038,0.095
8/17/2023 12:20,0.035,0.078
8/17/2023 12:25,0.046,0.139
8/17/2023 12:30,0.035,0.077
8/17/2023 12:35,0.036,0.082
8/17/2023 12:40,0.038,0.094
8/17/2023 12:45,0.034,0.075
8/17/2023 12:50,0.033,0.069
8/17/2023 12:55,0.035,0.077
8/17/2023 13:00,0.035,0.078
8/17/2023 13:05,0.034,0.074
8/17/2023 13:10,0.029,0.053
8/17/2023 13:15,0.032,0.064
8/17/2023 13:20,0.035,0.079
8/17/2023 13:25,0.032,0.063
8/17/2023 13:30,0.031,0.061
8/17/2023 13:35,0.033,0.068
8/17/2023 13:40,0.035,0.077
8/17/2023 13:45,0.032,0.065
8/17/2023 13:50,0.033,0.069
8/17/2023 13:55,0.034,0.075
8/17/2023 14:00,0.041,0.113
8/17/2023 14:05,0.043,0.125
8/17/2023 14:10,0.043,0.119
8/17/2023 14:15,0.048,0.152
8/17/2023 14:20,0.039,0.1
8/17/2023 14:25,0.039,0.101
8/17/2023 14:30,0.035,0.077
8/17/2023 14:35,0.033,0.068
8/17/2023 14:40,0.035,0.077
8/17/2023 14:45,0.037,0.086
8/17/2023 14:50,0.043,0.121
8/17/2023 14:55,0.049,0.162
8/17/2023 15:00,0.038,0.095
8/17/2023 15:05,0.037,0.088
8/17/2023 15:10,0.037,0.089
8/17/2023 15:15,0.045,0.135
8/17/2023 15:20,0.053,0.194
8/17/2023 15:25,0.054,0.201
8/17/2023 15:30,0.048,0.158
8/17/2023 15:35,0.034,0.075
8/17/2023 15:40,0.039,0.098
8/17/2023 15:45,0.038,0.095
8/17/2023 15:50,0.038,0.092
8/17/2023 15:55,0.029,0.051
8/17/2023 16:00,0.03,0.058
8/17/2023 16:05,0.027,0.046
8/17/2023 16:10,0.038,0.092
8/17/2023 16:15,0.045,0.137
8/17/2023 16:20,0.032,0.066
8/17/2023 16:25,0.033,0.069
8/17/2023 16:30,0.031,0.061
8/17/2023 16:35,0.033,0.068
8/17/2023 16:40,0.03,0.056
8/17/2023 16:45,0.033,0.068
8/17/2023 16:50,0.037,0.089
8/17/2023 16:55,0.032,0.063
8/17/2023 17:00,0.035,0.081
8/17/2023 17:05,0.031,0.061
8/17/2023 17:10,0.041,0.111
8/17/2023 17:15,0.048,0.158
8/17/2023 17:20,0.041,0.109
8/17/2023 17:25,0.037,0.091
8/17/2023 17:30,0.054,0.199
8/17/2023 17:35,0.042,0.118
8/17/2023 17:40,0.036,0.085
8/17/2023 17:45,0.029,0.053
8/17/2023 17:50,0.029,0.052
8/17/2023 17:55,0.032,0.064
8/17/2023 18:00,0.033,0.07
8/17/2023 18:05,0.032,0.065
8/17/2023 18:10,0.04,0.103
8/17/2023 18:15,0.041,0.113
8/17/2023 18:20,0.037,0.091
8/17/2023 18:25,0.037,0.091
8/17/2023 18:30,0.034,0.071
8/17/2023 18:35,0.028,0.05
8/17/2023 18:40,0.031,0.059
8/17/2023 18:45,0.033,0.069
8/17/2023 18:50,0.03,0.058
8/17/2023 18:55,0.031,0.059
8/17/2023 19:00,0.033,0.068
8/17/2023 19:05,0.031,0.06
8/17/2023 19:10,0.039,0.1
8/17/2023 19:15,0.037,0.091
8/17/2023 19:20,0.037,0.091
8/17/2023 19:25,0.034,0.071
8/17/2023 19:30,0.034,0.074
8/17/2023 19:35,0.034,0.073
8/17/2023 19:40,0.033,0.07
8/17/2023 19:45,0.035,0.079
8/17/2023 19:50,0.037,0.088
8/17/2023 19:55,0.033,0.07
8/17/2023 20:00,0.034,0.073
8/17/2023 20:05,0.028,0.049
8/17/2023 20:10,0.036,0.082
8/17/2023 20:15,0.032,0.064
8/17/2023 20:20,0.026,0.042
8/17/2023 20:25,0.033,0.07
8/17/2023 20:30,0.032,0.064
8/17/2023 20:35,0.027,0.044
8/17/2023 20:40,0.032,0.063
8/17/2023 20:45,0.03,0.056
8/17/2023 20:50,0.028,0.047
8/17/2023 20:55,0.024,0.035
8/17/2023 21:00,0.022,0.029
8/17/2023 21:05,0.022,0.029
8/17/2023 21:10,0.025,0.039
8/17/2023 21:15,0.025,0.037
8/17/2023 21:20,0.027,0.046
8/17/2023 21:25,0.023,0.031
8/17/2023 21:30,0.017,0.016
8/17/2023 21:35,0.019,0.021
8/17/2023 21:40,0.02,0.023
8/17/2023 21:45,0.019,0.021
8/17/2023 21:50,0.015,0.013
8/17/2023 21:55,0.013,0.009
8/17/2023 22:00,0.012,0.007
8/17/2023 22:05,0.015,0.012
8/17/2023 22:10,0.014,0.011
8/17/2023 22:15,0.02,0.023
8/17/2023 22:20,0.021,0.026
8/17/2023 22:25,0.023,0.032
8/17/2023 22:30,0.016,0.014
8/17/2023 22:35,0.011,0.006
8/17/2023 22:40,0.021,0.025
8/17/2023 22:45,0.016,0.014
8/17/2023 22:50,0.012,0.008
8/17/2023 22:55,0.009,0.004
8/17/2023 23:00,0.015,0.013
8/17/2023 23:05,0.014,0.01
8/17/2023 23:10,0.012,0.007
8/17/2023 23:15,0.012,0.007
8/17/2023 23:20,0.014,0.011
8/17/2023 23:25,0.011,0.006
8/17/2023 23:30,0.012,0.008
8/17/2023 23:35,0.013,0.009
8/17/2023 23:40,0.013,0.009
8/17/2023 23:45,0.014,0.011
8/17/2023 23:50,0.01,0.005
8/17/2023 23:55,0.012,0.008
8/18/2023 0:00,0.009,0.004
8/18/2023 0:05,0.013,0.01
8/18/2023 0:10,0.01,0.005
8/18/2023 0:15,0.013,0.009
8/18/2023 0:20,0.01,0.006
8/18/2023 0:25,0.012,0.008
8/18/2023 0:30,0.012,0.007
8/18/2023 0:35,0.012,0.008
8/18/2023 0:40,0.007,0.002
8/18/2023 0:45,0.006,0.002
8/18/2023 0:50,0.009,0.004
8/18/2023 0:55,0.011,0.006
8/18/2023 1:00,0.02,0.023
8/18/2023 1:05,0.017,0.017
8/18/2023 1:10,0.016,0.014
8/18/2023 1:15,0.017,0.017
8/18/2023 1:20,0.016,0.014
8/18/2023 1:25,0.012,0.007
8/18/2023 1:30,0.004,0.001
8/18/2023 1:35,0.002,0
8/18/2023 1:40,0.003,0
8/18/2023 1:45,0.002,0
8/18/2023 1:50,0.009,0.004
8/18/2023 1:55,0.009,0.004
8/18/2023 2:00,0.008,0.003
8/18/2023 2:05,0.006,0.001
8/18/2023 2:10,0.01,0.005
8/18/2023 2:15,0.004,0.001
8/18/2023 2:20,0.006,0.001
8/18/2023 2:25,0.013,0.01
8/18/2023 2:30,0.024,0.034
8/18/2023 2:35,0.016,0.015
8/18/2023 2:40,0.015,0.012
8/18/2023 2:45,0.008,0.003
8/18/2023 2:50,0.012,0.008
8/18/2023 2:55,0.008,0.003
8/18/2023 3:00,0.008,0.003
8/18/2023 3:05,0.004,0.001
8/18/2023 3:10,0.007,0.002
8/18/2023 3:15,0.006,0.002
8/18/2023 3:20,0.012,0.007
8/18/2023 3:25,0.012,0.008
8/18/2023 3:30,0.012,0.007
8/18/2023 3:35,0.008,0.004
8/18/2023 3:40,0.01,0.005
8/18/2023 3:45,0.008,0.003
8/18/2023 3:50,0.012,0.007
8/18/2023 3:55,0.007,0.003
8/18/2023 4:00,0.012,0.007
8/18/2023 4:05,0.017,0.017
8/18/2023 4:10,0.017,0.017
8/18/2023 4:15,0.019,0.02
8/18/2023 4:20,0.01,0.005
8/18/2023 4:25,0.01,0.005
8/18/2023 4:30,0.017,0.016
8/18/2023 4:35,0.015,0.013
8/18/2023 4:40,0.017,0.016
8/18/2023 4:45,0.018,0.019
8/18/2023 4:50,0.012,0.008
8/18/2023 4:55,0.015,0.013
8/18/2023 5:00,0.019,0.021
8/18/2023 5:05,0.013,0.009
8/18/2023 5:10,0.02,0.023
8/18/2023 5:15,0.02,0.024
8/18/2023 5:20,0.005,0.001
8/18/2023 5:25,0.008,0.003
8/18/2023 5:30,-4.39,0
8/18/2023 5:35,0.007,0.003
8/18/2023 5:40,0.007,0.003
8/18/2023 5:45,0.008,0.004
8/18/2023 5:50,0.006,0.001
8/18/2023 5:55,0.008,0.003
8/18/2023 6:00,0.011,0.006
8/18/2023 6:05,0.007,0.002
8/18/2023 6:10,0.01,0.005
8/18/2023 6:15,0.01,0.005
8/18/2023 6:20,0.009,0.004
8/18/2023 6:25,0.01,0.005
8/18/2023 6:30,0.014,0.011
8/18/2023 6:35,0.016,0.014
8/18/2023 6:40,0.022,0.028
8/18/2023 6:45,0.018,0.019
8/18/2023 6:50,0.018,0.018
8/18/2023 6:55,0.014,0.011
8/18/2023 7:00,0.018,0.019
8/18/2023 7:05,0.024,0.034
8/18/2023 7:10,0.019,0.021
8/18/2023 7:15,0.011,0.007
8/18/2023 7:20,0.02,0.023
8/18/2023 7:25,0.011,0.006
8/18/2023 7:30,0.007,0.002
8/18/2023 7:35,0.016,0.014
8/18/2023 7:40,0.048,0.156
8/18/2023 7:45,0.045,0.137
8/18/2023 7:50,0.036,0.082
8/18/2023 7:55,0.025,0.039
8/18/2023 8:00,0.027,0.045
8/18/2023 8:05,0.021,0.026
8/18/2023 8:10,0.023,0.032
8/18/2023 8:15,0.02,0.023
8/18/2023 8:20,0.024,0.034
8/18/2023 8:25,0.023,0.031
8/18/2023 8:30,0.023,0.03
8/18/2023 8:35,0.026,0.041
8/18/2023 8:40,0.028,0.049
8/18/2023 8:45,0.031,0.061
8/18/2023 8:50,0.031,0.059
8/18/2023 8:55,0.03,0.054
8/18/2023 9:00,0.03,0.056
8/18/2023 9:05,0.037,0.088
8/18/2023 9:10,0.04,0.103
8/18/2023 9:15,0.038,0.094
8/18/2023 9:20,0.039,0.101
8/18/2023 9:25,0.039,0.097
8/18/2023 9:30,0.041,0.108
8/18/2023 9:35,0.04,0.105
8/18/2023 9:40,0.045,0.134
8/18/2023 9:45,0.042,0.118
8/18/2023 9:50,0.044,0.128
8/18/2023 9:55,0.04,0.106
8/18/2023 10:00,0.04,0.103
8/18/2023 10:05,0.045,0.132
8/18/2023 10:10,0.039,0.097
8/18/2023 10:15,0.046,0.141
8/18/2023 10:20,0.045,0.134
8/18/2023 10:25,0.045,0.137
8/18/2023 10:30,0.038,0.092
8/18/2023 10:35,0.036,0.082
8/18/2023 10:40,0.035,0.079
8/18/2023 10:45,0.036,0.085
8/18/2023 10:50,0.035,0.081
8/18/2023 10:55,0.032,0.066
8/18/2023 11:00,0.033,0.069
8/18/2023 11:05,0.033,0.07
8/18/2023 11:10,0.034,0.071
8/18/2023 11:15,0.034,0.071
8/18/2023 11:20,0.033,0.069
8/18/2023 11:25,0.032,0.066
8/18/2023 11:30,0.035,0.077
8/18/2023 11:35,0.03,0.057
8/18/2023 11:40,0.033,0.07
8/18/2023 11:45,0.032,0.066
8/18/2023 11:50,0.034,0.073
8/18/2023 11:55,0.034,0.071
8/18/2023 12:00,0.034,0.073
8/18/2023 12:05,0.032,0.065
8/18/2023 12:10,0.034,0.074
8/18/2023 12:15,0.033,0.069
8/18/2023 12:20,0.034,0.071
8/18/2023 12:25,0.034,0.073
8/18/2023 12:30,0.033,0.069
8/18/2023 12:35,0.033,0.069
8/18/2023 12:40,0.034,0.071
8/18/2023 12:45,0.033,0.068
8/18/2023 12:50,0.042,0.116
8/18/2023 12:55,0.042,0.118
8/18/2023 13:00,0.031,0.061
8/18/2023 13:05,0.036,0.082
8/18/2023 13:10,0.031,0.06
8/18/2023 13:15,0.03,0.056
8/18/2023 13:20,0.032,0.065
8/18/2023 13:25,0.032,0.064
8/18/2023 13:30,0.034,0.074
8/18/2023 13:35,0.035,0.077
8/18/2023 13:40,0.034,0.074
8/18/2023 13:45,0.033,0.07
8/18/2023 13:50,0.031,0.06
8/18/2023 13:55,0.034,0.073
8/18/2023 14:00,0.034,0.071
8/18/2023 14:05,0.035,0.078
8/18/2023 14:10,0.03,0.058
8/18/2023 14:15,0.031,0.06
8/18/2023 14:20,0.032,0.066
8/18/2023 14:25,0.032,0.063
8/18/2023 14:30,0.036,0.082
8/18/2023 14:35,0.033,0.068
8/18/2023 14:40,0.035,0.079
8/18/2023 14:45,0.033,0.07
8/18/2023 14:50,0.033,0.069
8/18/2023 14:55,0.033,0.069
8/18/2023 15:00,0.035,0.078
8/18/2023 15:05,0.041,0.109
8/18/2023 15:10,0.041,0.109
8/18/2023 15:15,0.031,0.06
8/18/2023 15:20,0.043,0.121
8/18/2023 15:25,0.031,0.061
8/18/2023 15:30,0.032,0.064
8/18/2023 15:35,0.031,0.059
8/18/2023 15:40,0.031,0.059
8/18/2023 15:45,0.035,0.079
8/18/2023 15:50,0.048,0.156
8/18/2023 15:55,0.031,0.059
8/18/2023 16:00,0.031,0.061
8/18/2023 16:05,0.031,0.06
8/18/2023 16:10,0.032,0.063
8/18/2023 16:15,0.032,0.065
8/18/2023 16:20,0.033,0.069
8/18/2023 16:25,0.031,0.059
8/18/2023 16:30,0.031,0.061
8/18/2023 16:35,0.03,0.056
8/18/2023 16:40,0.029,0.051
8/18/2023 16:45,0.033,0.068
8/18/2023 16:50,0.031,0.06
8/18/2023 16:55,0.031,0.059
8/18/2023 17:00,0.033,0.068
8/18/2023 17:05,0.031,0.061
8/18/2023 17:10,0.035,0.077
8/18/2023 17:15,0.043,0.125
8/18/2023 17:20,0.038,0.095
8/18/2023 17:25,0.034,0.074
8/18/2023 17:30,0.038,0.092
8/18/2023 17:35,0.039,0.101
8/18/2023 17:40,0.041,0.108
8/18/2023 17:45,0.043,0.125
8/18/2023 17:50,0.039,0.1
8/18/2023 17:55,0.032,0.066
8/18/2023 18:00,0.037,0.086
8/18/2023 18:05,0.038,0.092
8/18/2023 18:10,0.048,0.158
8/18/2023 18:15,0.041,0.111
8/18/2023 18:20,0.039,0.097
8/18/2023 18:25,0.037,0.089
8/18/2023 18:30,0.037,0.089
8/18/2023 18:35,0.037,0.086
8/18/2023 18:40,0.03,0.056
8/18/2023 18:45,0.036,0.085
8/18/2023 18:50,0.032,0.064
8/18/2023 18:55,0.029,0.051
8/18/2023 19:00,0.032,0.065
8/18/2023 19:05,0.033,0.068
8/18/2023 19:10,0.03,0.057
8/18/2023 19:15,0.034,0.075
8/18/2023 19:20,0.035,0.081
8/18/2023 19:25,0.035,0.078
8/18/2023 19:30,0.026,0.042
8/18/2023 19:35,0.025,0.037
8/18/2023 19:40,0.027,0.045
8/18/2023 19:45,0.024,0.036
8/18/2023 19:50,0.024,0.036
8/18/2023 19:55,0.024,0.034
8/18/2023 20:00,0.023,0.033
8/18/2023 20:05,0.019,0.022
8/18/2023 20:10,0.018,0.019
8/18/2023 20:15,0.017,0.017
8/18/2023 20:20,0.019,0.021
8/18/2023 20:25,0.02,0.023
8/18/2023 20:30,0.019,0.021
8/18/2023 20:35,0.017,0.016
8/18/2023 20:40,0.02,0.023
8/18/2023 20:45,0.018,0.018
8/18/2023 20:50,0.017,0.016
8/18/2023 20:55,0.015,0.013
8/18/2023 21:00,0.017,0.017
8/18/2023 21:05,0.018,0.018
8/18/2023 21:10,0.017,0.016
8/18/2023 21:15,0.022,0.028
8/18/2023 21:20,0.015,0.012
8/18/2023 21:25,0.014,0.011
8/18/2023 21:30,0.017,0.017
8/18/2023 21:35,0.019,0.022
8/18/2023 21:40,0.017,0.016
8/18/2023 21:45,0.016,0.014
8/18/2023 21:50,0.015,0.013
8/18/2023 21:55,0.012,0.008
8/18/2023 22:00,0.012,0.008
8/18/2023 22:05,0.02,0.023
8/18/2023 22:10,0.018,0.019
8/18/2023 22:15,0.014,0.011
8/18/2023 22:20,0.012,0.008
8/18/2023 22:25,0.015,0.012
8/18/2023 22:30,0.016,0.014
8/18/2023 22:35,0.014,0.011
8/18/2023 22:40,0.013,0.01
8/18/2023 22:45,0.013,0.01
8/18/2023 22:50,0.012,0.007
8/18/2023 22:55,0.012,0.008
8/18/2023 23:00,0.015,0.012
8/18/2023 23:05,0.01,0.005
8/18/2023 23:10,0.011,0.006
8/18/2023 23:15,0.007,0.003
8/18/2023 23:20,0.01,0.005
8/18/2023 23:25,0.008,0.004
8/18/2023 23:30,0.014,0.011
8/18/2023 23:35,0.011,0.007
8/18/2023 23:40,0.012,0.007
8/18/2023 23:45,0.011,0.007
8/18/2023 23:50,0.012,0.008
8/18/2023 23:55,0.01,0.005
8/19/2023 0:00,0.009,0.004
8/19/2023 0:05,0.013,0.009
8/19/2023 0:10,0.013,0.009
8/19/2023 0:15,0.01,0.005
8/19/2023 0:20,0.009,0.004
8/19/2023 0:25,0.01,0.005
8/19/2023 0:30,0.009,0.004
8/19/2023 0:35,0.009,0.004
8/19/2023 0:40,0.007,0.003
8/19/2023 0:45,0.008,0.003
8/19/2023 0:50,0.013,0.009
8/19/2023 0:55,0.005,0.001
8/19/2023 1:00,0.022,0.028
8/19/2023 1:05,0.021,0.027
8/19/2023 1:10,0.016,0.014
8/19/2023 1:15,0.015,0.013
8/19/2023 1:20,0.012,0.007
8/19/2023 1:25,0.007,0.003
8/19/2023 1:30,0.01,0.005
8/19/2023 1:35,0.005,0.001
8/19/2023 1:40,0.007,0.003
8/19/2023 1:45,0.009,0.004
8/19/2023 1:50,0.007,0.003
8/19/2023 1:55,0.004,0.001
8/19/2023 2:00,0.004,0.001
8/19/2023 2:05,0.006,0.002
8/19/2023 2:10,0.008,0.003
8/19/2023 2:15,0.008,0.003
8/19/2023 2:20,0.004,0.001
8/19/2023 2:25,0.004,0.001
8/19/2023 2:30,0.013,0.009
8/19/2023 2:35,0.008,0.003
8/19/2023 2:40,0.007,0.002
8/19/2023 2:45,0.013,0.01
8/19/2023 2:50,0.009,0.004
8/19/2023 2:55,0.008,0.003
8/19/2023 3:00,0.002,0
8/19/2023 3:05,0.011,0.006
8/19/2023 3:10,-0.001,0
8/19/2023 3:15,0.009,0.004
8/19/2023 3:20,0.003,0
8/19/2023 3:25,0.007,0.003
8/19/2023 3:30,0.003,0
8/19/2023 3:35,0.01,0.005
8/19/2023 3:40,0.006,0.002
8/19/2023 3:45,0.002,0
8/19/2023 3:50,0.006,0.002
8/19/2023 3:55,0.003,0
8/19/2023 4:00,0.007,0.002
8/19/2023 4:05,-0.001,0
8/19/2023 4:10,0.014,0.01
8/19/2023 4:15,0.023,0.032
8/19/2023 4:20,0.025,0.039
8/19/2023 4:25,0.023,0.031
8/19/2023 4:30,0.022,0.029
8/19/2023 4:35,0.023,0.033
8/19/2023 4:40,0.02,0.023
8/19/2023 4:45,0.016,0.014
8/19/2023 4:50,0.019,0.022
8/19/2023 4:55,0.011,0.006
8/19/2023 5:00,0.016,0.014
8/19/2023 5:05,0.002,0
8/19/2023 5:10,0.006,0.001
8/19/2023 5:15,-0.001,0
8/19/2023 5:20,0.002,0
8/19/2023 5:25,0.007,0.003
8/19/2023 5:30,0.007,0.002
8/19/2023 5:35,0.002,0
8/19/2023 5:40,0.002,0
8/19/2023 5:45,0.001,0
8/19/2023 5:50,0.004,0.001
8/19/2023 5:55,0.008,0.003
8/19/2023 6:00,0.008,0.003
8/19/2023 6:05,0.005,0.001
8/19/2023 6:10,0.008,0.003
8/19/2023 6:15,0.016,0.014
8/19/2023 6:20,0.021,0.027
8/19/2023 6:25,0.011,0.006
8/19/2023 6:30,0.008,0.003
8/19/2023 6:35,0.017,0.017
8/19/2023 6:40,0.021,0.025
8/19/2023 6:45,0.019,0.022
8/19/2023 6:50,0.028,0.048
8/19/2023 6:55,0.015,0.012
8/19/2023 7:00,0.019,0.02
8/19/2023 7:05,0.029,0.052
8/19/2023 7:10,0.018,0.018
8/19/2023 7:15,0.018,0.018
8/19/2023 7:20,0.024,0.034
8/19/2023 7:25,0.025,0.038
8/19/2023 7:30,0.028,0.048
8/19/2023 7:35,0.027,0.044
8/19/2023 7:40,0.025,0.039
8/19/2023 7:45,0.023,0.033
8/19/2023 7:50,0.027,0.046
8/19/2023 7:55,0.03,0.057
8/19/2023 8:00,0.028,0.05
8/19/2023 8:05,0.029,0.051
8/19/2023 8:10,0.034,0.074
8/19/2023 8:15,0.032,0.063
8/19/2023 8:20,0.035,0.078
8/19/2023 8:25,0.03,0.057
8/19/2023 8:30,0.032,0.064
8/19/2023 8:35,0.037,0.086
8/19/2023 8:40,0.033,0.07
8/19/2023 8:45,0.034,0.073
8/19/2023 8:50,0.033,0.07
8/19/2023 8:55,0.044,0.126
8/19/2023 9:00,0.041,0.111
8/19/2023 9:05,0.034,0.073
8/19/2023 9:10,0.03,0.056
8/19/2023 9:15,0.033,0.07
8/19/2023 9:20,0.041,0.108
8/19/2023 9:25,0.037,0.088
8/19/2023 9:30,0.038,0.095
8/19/2023 9:35,0.044,0.126
8/19/2023 9:40,0.043,0.123
8/19/2023 9:45,0.039,0.1
8/19/2023 9:50,0.041,0.111
8/19/2023 9:55,0.037,0.091
8/19/2023 10:00,0.047,0.151
8/19/2023 10:05,0.045,0.132
8/19/2023 10:10,0.049,0.162
8/19/2023 10:15,0.054,0.199
8/19/2023 10:20,0.053,0.192
8/19/2023 10:25,0.052,0.181
8/19/2023 10:30,0.045,0.134
8/19/2023 10:35,0.045,0.132
8/19/2023 10:40,0.038,0.092
8/19/2023 10:45,0.037,0.086
8/19/2023 10:50,0.041,0.111
8/19/2023 10:55,0.031,0.059
8/19/2023 11:00,0.039,0.101
8/19/2023 11:05,0.032,0.063
8/19/2023 11:10,0.036,0.084
8/19/2023 11:15,0.035,0.081
8/19/2023 11:20,0.03,0.058
8/19/2023 11:25,0.029,0.053
8/19/2023 11:30,0.035,0.078
8/19/2023 11:35,0.038,0.092
8/19/2023 11:40,0.036,0.085
8/19/2023 11:45,0.035,0.078
8/19/2023 11:50,0.033,0.069
8/19/2023 11:55,0.028,0.049
8/19/2023 12:00,0.037,0.086
8/19/2023 12:05,0.042,0.116
8/19/2023 12:10,0.03,0.058
8/19/2023 12:15,0.034,0.073
8/19/2023 12:20,0.035,0.079
8/19/2023 12:25,0.039,0.097
8/19/2023 12:30,0.039,0.097
8/19/2023 12:35,0.04,0.105
8/19/2023 12:40,0.031,0.061
8/19/2023 12:45,0.032,0.063
8/19/2023 12:50,0.036,0.084
8/19/2023 12:55,0.034,0.071
8/19/2023 13:00,0.044,0.126
8/19/2023 13:05,0.034,0.073
8/19/2023 13:10,0.038,0.092
8/19/2023 13:15,0.039,0.098
8/19/2023 13:20,0.039,0.097
8/19/2023 13:25,0.042,0.118
8/19/2023 13:30,0.034,0.074
8/19/2023 13:35,0.036,0.082
8/19/2023 13:40,0.04,0.103
8/19/2023 13:45,0.039,0.097
8/19/2023 13:50,0.046,0.141
8/19/2023 13:55,0.043,0.123
8/19/2023 14:00,0.043,0.121
8/19/2023 14:05,0.042,0.116
8/19/2023 14:10,0.04,0.106
8/19/2023 14:15,0.036,0.082
8/19/2023 14:20,0.046,0.139
8/19/2023 14:25,0.047,0.151
8/19/2023 14:30,0.043,0.121
8/19/2023 14:35,0.046,0.143
8/19/2023 14:40,0.045,0.134
8/19/2023 14:45,0.041,0.111
8/19/2023 14:50,0.047,0.147
8/19/2023 14:55,0.047,0.149
8/19/2023 15:00,0.046,0.145
8/19/2023 15:05,0.043,0.125
8/19/2023 15:10,0.042,0.116
8/19/2023 15:15,0.041,0.113
8/19/2023 15:20,0.045,0.135
8/19/2023 15:25,0.039,0.098
8/19/2023 15:30,0.036,0.085
8/19/2023 15:35,0.045,0.132
8/19/2023 15:40,0.037,0.089
8/19/2023 15:45,0.036,0.085
8/19/2023 15:50,0.039,0.101
8/19/2023 15:55,0.036,0.084
8/19/2023 16:00,0.034,0.071
8/19/2023 16:05,0.037,0.089
8/19/2023 16:10,0.038,0.092
8/19/2023 16:15,0.033,0.069
8/19/2023 16:20,0.038,0.094
8/19/2023 16:25,0.039,0.1
8/19/2023 16:30,0.046,0.145
8/19/2023 16:35,0.049,0.164
8/19/2023 16:40,0.04,0.106
8/19/2023 16:45,0.039,0.097
8/19/2023 16:50,0.043,0.121
8/19/2023 16:55,0.042,0.116
8/19/2023 17:00,0.039,0.098
8/19/2023 17:05,0.04,0.103
8/19/2023 17:10,0.038,0.092
8/19/2023 17:15,0.035,0.078
8/19/2023 17:20,0.034,0.073
8/19/2023 17:25,0.042,0.116
8/19/2023 17:30,0.039,0.098
8/19/2023 17:35,0.031,0.061
8/19/2023 17:40,0.03,0.056
8/19/2023 17:45,0.032,0.066
8/19/2023 17:50,0.04,0.103
8/19/2023 17:55,0.037,0.088
8/19/2023 18:00,0.029,0.052
8/19/2023 18:05,0.035,0.078
8/19/2023 18:10,0.039,0.098
8/19/2023 18:15,0.028,0.049
8/19/2023 18:20,0.032,0.066
8/19/2023 18:25,0.041,0.113
8/19/2023 18:30,0.035,0.081
8/19/2023 18:35,0.032,0.063
8/19/2023 18:40,0.034,0.073
8/19/2023 18:45,0.034,0.075
8/19/2023 18:50,0.032,0.064
8/19/2023 18:55,0.03,0.057
8/19/2023 19:00,0.029,0.051
8/19/2023 19:05,0.037,0.089
8/19/2023 19:10,0.038,0.095
8/19/2023 19:15,0.035,0.081
8/19/2023 19:20,0.034,0.074
8/19/2023 19:25,0.033,0.069
8/19/2023 19:30,0.036,0.085
8/19/2023 19:35,0.028,0.049
8/19/2023 19:40,0.03,0.056
8/19/2023 19:45,0.034,0.071
8/19/2023 19:50,0.035,0.081
8/19/2023 19:55,0.043,0.121
8/19/2023 20:00,0.036,0.085
8/19/2023 20:05,0.035,0.077
8/19/2023 20:10,0.038,0.094
8/19/2023 20:15,0.039,0.1
8/19/2023 20:20,0.035,0.077
8/19/2023 20:25,0.033,0.068
8/19/2023 20:30,0.032,0.063
