"","OBJECTID.x","Location.Description","Size.1","Last.Update.Date","Last.Editor","Size.2","Size.3","CatchID","DrainID","Inspection.Status","Facility.Type","Jurisdiction","Watershed.Management.Area","GlobalID","PRIORITY","Flow.Monitoring.Status","Flow.Monitoring.Deploy.Date","Flow.Monitoring.Return.Date","Next.Inspection.Date","POINT_X","POINT_Y","Persistent.Flow","Facility.Identifier.x","Survey.Link","Outfall.Capture.Feasibility.Study","Dry.Weather.Samples","Accessibility","Flow.Measurement.Count","Last.Discharge.Observation","Last.Discharge.Measurement.Trend","AVGFLOWWIDTH","AVGFLOWDEPTH","AVGFLOWVEL","AVGDISCHARGE","MAXDISCHARGE","MINDISCHARGE","GlobalID.y","Created.User","Created.Date","Last.Edited.User","Last.Edited.Date","OBJECTID.y","Area..Acres.","Facility.Identifier.y","Shape.STArea..","Shape.STLength.."
"315",325,"Horno/u",108,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,49,"L05","Verified","Outfall","Orange Co","South","{B2A1E667-9853-4699-9E7C-64A87D6A78B6}","Priority","Complete","2016-12-12 0:00:00","2017-01-26 0:00:00",NA,-117.6461891,33.53474971,"Yes","L05-049-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B2A1E667-9853-4699-9E7C-64A87D6A78B6}&field:Station=L05-049-1","No","Yes","Easily accessible",14,0.0396,"Below Average Discharge",1.60785714,0.09487857,4.935,0.191116,0.64,0.0396,"{9F6ECA1D-6E3A-42B9-BCC9-0EF83F99334C}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1392,478.273561,"L05-049-1",20833531.4,30910.1751
"316",326,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,414,"L01","Verified","Outfall","Orange Co","South","{68338A6C-A350-4B2E-90E5-C3AA59C3D9A8}","Not A Priority","","","",NA,-117.5905481,33.56170664,"Yes","L01-414-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={68338A6C-A350-4B2E-90E5-C3AA59C3D9A8}&field:Station=L01-414-1","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{9346202B-5D98-47FD-AAFA-1F2477EE8A87}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1244,41.37487005,"L01-414-1",1802283.727,7034.8334
"317",327,"Coto de Caza - Tipu Run near Bentley Rd",72,"2021-08-27 19:38:54","OCPWPublisher",NA,NA,404,"L01","Verified","Outfall","Orange Co","South","{CDCEA1A5-E306-47B2-8945-27B1CD159C10}","Priority","Complete","2016-08-17 7:00:00","2016-09-27 7:00:00",NA,-117.5858466,33.56452183,"Yes","L01-404-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={CDCEA1A5-E306-47B2-8945-27B1CD159C10}&field:Station=L01-404-1","Yes","Yes","Easily accessible",17,0.006,"Below Average Discharge",0.89058823,0.04705882,3.56823529,0.085969,0.162,0.006,"{CD3184BB-09AB-4159-A220-73BB5D18571B}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1243,237.7904417,"L01-404-1",10358119.37,16322.22092
"318",328,"",60,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,414,"L01","Verified","Outfall","Orange Co","South","{834FBB7A-F243-4A65-80C6-AE688690CC0C}","Not A Priority","","","",NA,-117.5924377,33.56680442,"Yes","L01-414-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={834FBB7A-F243-4A65-80C6-AE688690CC0C}&field:Station=L01-414-3","No","No","Easily accessible",3,0.8,"Above Average Discharge",1.26666666,0.17333333,6,0.304381,0.8,0.041143,"{CA5079A8-BAD0-45D3-A66E-203924A07825}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1246,86.8482772,"L01-414-3",3783099.168,12806.45665
"319",329,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,414,"L01","Verified","Outfall","Orange Co","South","{424C51CE-5569-476A-8035-40A7D01575A0}","Not A Priority","","","",NA,-117.5920748,33.56488962,"Unknown","L01-414-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={424C51CE-5569-476A-8035-40A7D01575A0}&field:Station=L01-414-2","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{07CEB263-10A0-4D79-9DAE-CF01C67D82FC}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1245,6.92037064,"L01-414-2",301450.4063,2314.862186
"320",330,"Coto de Caza",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,760,"L01","Verified","Outfall","Orange Co","South","{304B7146-FAA4-4C9E-85D8-E0AE384F357F}","Priority","Complete","2016-08-17 7:00:00","2016-09-01 7:00:00",NA,-117.5888937,33.5654904,"Yes","L01-760-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={304B7146-FAA4-4C9E-85D8-E0AE384F357F}&field:Station=L01-760-1","No","No","Easily accessible",12,0.0168,"Below Average Discharge",0.56833333,0.02166666,4.74916666,0.01713,0.051,0.0053,"{64CC63BF-61A6-4E9A-9739-7F1FE97A1965}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1301,33.51045004,"L01-760-1",1459710.652,5504.011688
"321",331,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,760,"L01","Not-Found","Outfall","Orange Co","South","{7548239B-81D0-40C7-AC0D-4C47127517BF}","Not A Priority","","","",NA,-117.5862039,33.56780914,"","L01-760-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={7548239B-81D0-40C7-AC0D-4C47127517BF}&field:Station=L01-760-3","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,"{11482F01-2AAA-40A9-9343-FACA1824C057}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1303,13.17600309,"L01-760-3",573944.9053,4542.49728
"322",332,"",60,"2021-08-27 19:38:54","OCPWPublisher",NA,NA,760,"L01","Verified","Outfall","Orange Co","South","{2E56C3AD-25AB-4A1C-95D5-7D91A1E793FA}","Priority","Complete","2016-08-15 7:00:00","2016-10-04 7:00:00",NA,-117.5876262,33.56826629,"Yes","L01-760-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2E56C3AD-25AB-4A1C-95D5-7D91A1E793FA}&field:Station=L01-760-2","Yes","No","Easily accessible",16,0.0198,"Below Average Discharge",1.230625,0.0759375,8.7975,0.075717,0.22,0.0198,"{69662101-8838-46F3-95F3-C78DD1ADFDAC}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1302,32.57431395,"L01-760-2",1418932.696,5037.201418
"323",333,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,391,"L01","Verified","Outfall","Orange Co","South","{6ACA9BF4-266E-4C31-8EE3-75E5E450E45E}","Not A Priority","","","",NA,-117.5859165,33.57606988,"Yes","L01-391-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={6ACA9BF4-266E-4C31-8EE3-75E5E450E45E}&field:Station=L01-391-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,"{0E508B47-C465-42FA-B968-85F7699E5599}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1240,29.95853952,"L01-391-1",1304989.914,6608.792459
"324",334,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,759,"L01","Not-Found","Outfall","Orange Co","South","{2E24674E-BDF8-412B-A10F-E8616BC1AF9F}","Not A Priority","","","",NA,-117.5858004,33.57787657,"","L01-759-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2E24674E-BDF8-412B-A10F-E8616BC1AF9F}&field:Station=L01-759-1","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,"{5D491654-EA32-4575-8790-3DD0814CE332}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1300,19.42310954,"L01-759-1",846068.0146,3727.71891
"325",335,"",42,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,391,"L01","Verified","Outfall","Orange Co","South","{D41F3C53-33B2-4B80-AB83-E479787A54C2}","Not A Priority","","","",NA,-117.5868252,33.57839188,"Yes","L01-391-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={D41F3C53-33B2-4B80-AB83-E479787A54C2}&field:Station=L01-391-3","No","No","Easily accessible",2,0.006,"Above Average Discharge",0.725,0.055,60,0.004125,0.006,0.00225,"{7DD54E6B-8AF9-43BA-B14E-1BFE96461A0A}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1242,85.50832944,"L01-391-3",3724731.218,8907.437417
"326",336,"Oso Parkway near Wrangler Ct",90,"2021-08-27 19:38:54","OCPWPublisher",NA,NA,340,"L01","Verified","Outfall","Orange Co","South","{F1CABFEE-57C0-45D7-805A-974B2EF723C4}","Priority","Complete","2016-08-15 7:00:00","2016-10-04 7:00:00",NA,-117.5954402,33.58696205,"Yes","L01-340-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={F1CABFEE-57C0-45D7-805A-974B2EF723C4}&field:Station=L01-340-1","Yes","Yes","Easily accessible",18,0.045,"Below Average Discharge",0.91555555,0.04416666,4.71,0.057545,0.150862,0.012,"{121A33C7-3655-4BEC-9015-9A9C1D44AF68}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1238,169.4717178,"L01-340-1",7382165.039,14406.75589
"327",337,"",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,733,"L01","Verified","Outfall","Orange Co","South","{0730A3D5-1756-4C6A-B21F-59D067D3F0B4}","Not A Priority","","","",NA,-117.5827069,33.62048952,"Yes","L01-733-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0730A3D5-1756-4C6A-B21F-59D067D3F0B4}&field:Station=L01-733-2","No","No","Easily accessible",3,0.154286,"Above Average Discharge",2.26666666,0.04666666,5.33333333,0.113928,0.154286,0.09,"{215854B6-2787-4CEA-865A-2964F1466C78}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1292,120.4291666,"L01-733-2",5245878.154,12758.17604
"328",338,"",30,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,733,"L01","Verified","Outfall","Orange Co","South","{917B5370-F86B-489D-BD0F-179C0384E59A}","Not A Priority","","","",NA,-117.581439,33.6199365,"","L01-733-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={917B5370-F86B-489D-BD0F-179C0384E59A}&field:Station=L01-733-3","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",339,"",42,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,733,"L01","Not-Found","Outfall","Orange Co","South","{A87A5220-D180-4962-B8B8-18F438002A57}","Not A Priority","","","",NA,-117.5827173,33.61854462,"","L01-733-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={A87A5220-D180-4962-B8B8-18F438002A57}&field:Station=L01-733-1","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",340,"",72,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9199,"J03","Verified","Outfall","Laguna Niguel","South","{CE2B5E9B-86DE-4454-93E9-B6BD2907ABAF}","Not A Priority","","","",NA,-117.6927637,33.54313766,"Yes","J03-9199-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={CE2B5E9B-86DE-4454-93E9-B6BD2907ABAF}&field:Station=J03-9199-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,"{C883850E-DAC2-44F9-9423-D0BBFD6ADEF6}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1168,777.025206,"J03-9199-1",33847112.51,38071.9008
"331",341,"Daylight of Sulphur Creek",72,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9199,"J03","Verified","Outfall","Laguna Niguel","South","{B4715B63-C6F0-4292-BBCA-8B854E1C4726}","Not A Priority","","","",NA,-117.6928071,33.54317771,"Yes","J03-9199-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B4715B63-C6F0-4292-BBCA-8B854E1C4726}&field:Station=J03-9199-2","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",342,"MVL02P20",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,374,"L02","Verified","Outfall","Orange Co","South","{B1A00FFE-8CDF-4358-8FDF-A6FA58C9C0BA}","Not A Priority","","","",NA,-117.6455891,33.57276685,"Yes","L02-374-2 (MVL02P20)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B1A00FFE-8CDF-4358-8FDF-A6FA58C9C0BA}&field:Station=L02-374-2 (MVL02P20)","No","No","Easily accessible",3,0.001,"Below Average Discharge",0.58333333,0.02333333,12,0.01679,0.0408,0.001,"{17C8CB61-E899-4261-9005-D40C72835056}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1319,84.33765496,"L02-374-2 (MVL02P20)",3673736.799,9390.441789
"333",343,"",60,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,401,"L02","Verified","Outfall","Orange Co","South","{14FA5899-75CF-4C8D-8DBB-69BF4CCF982A}","Not A Priority","","","",NA,-117.6523552,33.56202999,"Yes","L02-401-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={14FA5899-75CF-4C8D-8DBB-69BF4CCF982A}&field:Station=L02-401-1","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{1B9D1A3F-07D4-4D0E-8632-028C700D4047}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1321,199.4849204,"L02-401-1",8689536.054,14458.71572
"334",344,"",18,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,61,"M02","Verified","Outfall","San Clemente","South","{EC1ED42F-34DD-4641-97C1-130BEA544F24}","Not A Priority","","","",NA,-117.6281845,33.4334168,"Unknown","M02-061-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={EC1ED42F-34DD-4641-97C1-130BEA544F24}&field:Station=M02-061-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",345,"",18,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,61,"M02","Verified","Outfall","San Clemente","South","{B1C7F820-E26E-4A9D-B3D0-0BC50A98DC1A}","Not A Priority","","","",NA,-117.6281413,33.43334745,"Unknown","M02-061-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B1C7F820-E26E-4A9D-B3D0-0BC50A98DC1A}&field:Station=M02-061-2","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",346,"J01ASVM; Aliso Creek Park and Wildlife Sanctuary in Laguna Woods",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,9273,"J01","Verified","Outfall","Laguna Woods","South","{1B614B52-1204-4A36-9937-3895C916CE39}","Priority","Complete","2017-02-23 16:05:17","2017-08-14 15:05:36",NA,-117.7073654,33.59989171,"Yes","J01-9273-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={1B614B52-1204-4A36-9937-3895C916CE39}&field:Station=J01-9273-1","No","Yes","Easily accessible",1,0.004122,"",0.61,0.04,35.52,0.004122,0.004122,0.004122,"{3BBBEF3F-4D6B-4BDD-A1B2-4A311F3CB981}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1153,30.68945533,"J01-9273-1",1336828.507,5576.084078
"337",347,"",18,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,68,"SC12","Verified","Outfall","San Clemente","South","{3F75F95C-BC73-4C99-8A2A-F4CED891086D}","Priority","","","",NA,-117.6221278,33.42227825,"Yes","SC12-068-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={3F75F95C-BC73-4C99-8A2A-F4CED891086D}&field:Station=SC12-068-1","No","No","Easily accessible",5,0.04,"Below Average Discharge",1.1,0.102,18,0.04894,0.0825,0.036,"{E2E45F6D-12FF-4162-85D7-50DDC8FA5301}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1463,9.95719839,"SC12-068-1",433734.209,3355.484952
"338",348,"",42,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,79,"SC07","Verified","Culvert","San Clemente","South","{2469619B-A75B-4EF1-A5FC-DCC2D95A044B}","Not A Priority","","","",NA,-117.6261187,33.4250565,"Yes","SC07-079-4","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2469619B-A75B-4EF1-A5FC-DCC2D95A044B}&field:Station=SC07-079-4","No","No","Easily accessible",5,0.0069,"Below Average Discharge",0.342,0.016,5.64,0.007016,0.016,0.003,"{067FC81F-B554-4FFD-8489-627448C5914A}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1454,1.06690053,"SC07-079-4",46474.04102,940.954073
"339",349,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,61,"M02","Verified","Outfall","San Clemente","South","{4D37DA87-C486-40DA-A876-48258EA473E1}","Not A Priority","","","",NA,-117.6245973,33.43589655,"Yes","M02-061-6","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={4D37DA87-C486-40DA-A876-48258EA473E1}&field:Station=M02-061-6","No","No","Easily accessible",4,0.02,"Above Average Discharge",0.875,0.01025,3.25,0.018612,0.05,0.00045,"{397347C3-1DE7-4280-B9A8-B004CDCABF83}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1436,40.9633321,"M02-061-6",1784357.185,6427.091887
"340",350,"",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,3,"M01","Verified","Outfall","Orange Co","South","{649FA5A0-48F1-45DF-8D90-EA1BFFE30875}","Not A Priority","","","",NA,-117.613444,33.48892946,"Unknown","M01-003-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={649FA5A0-48F1-45DF-8D90-EA1BFFE30875}&field:Station=M01-003-1","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",351,"Headwaters of M01",84,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,3,"M01","Verified","Outfall","Orange Co","South","{96C849C0-B2F8-43B8-B2D5-8C4C360E9B0B}","Not A Priority","","","",NA,-117.6137895,33.48939277,"Unknown","M01-003-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={96C849C0-B2F8-43B8-B2D5-8C4C360E9B0B}&field:Station=M01-003-2","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",352,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,1,"M03","Verified","Culvert","Orange Co","South","{679DFBBB-2924-4905-B255-E3AE881E92C0}","Not A Priority","","","",NA,-117.6128346,33.49159297,"Unknown","M01-002-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={679DFBBB-2924-4905-B255-E3AE881E92C0}&field:Station=M03-001-1","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",353,"Double pipe",24,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,50,"M01","Verified","Culvert","Dana Point","South","{F181A918-97D8-4C0A-B986-B976E8340E04}","Not A Priority","","","",NA,-117.6466293,33.44223299,"Unknown","M01-050-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={F181A918-97D8-4C0A-B986-B976E8340E04}&field:Station=M01-050-2","No","No","Unsafe accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,"{400DFCB8-4481-49CB-9A87-ACB099C4697A}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1419,1.40616452,"M01-050-2",61252.33496,986.5787179
"344",354,"Double pipe",24,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,50,"M01","Verified","Outfall","Dana Point","South","{69932FE6-2A96-4BC1-984A-04B8BD215D67}","Not A Priority","","","",NA,-117.6475296,33.4427579,"Unknown","M01-050-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={69932FE6-2A96-4BC1-984A-04B8BD215D67}&field:Station=M01-050-1","No","No","Unsafe accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,"{B9F55328-02D5-4205-BB0E-0795EC5984D5}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1418,8.10122917,"M01-050-1",352888.4424,3607.659143
"345",355,"M01@CGV",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,50,"M01","Verified","Outfall","San Clemente","South","{0B20DCA2-E5EF-49F5-AEA0-7EF86C614A49}","Priority","Complete","2016-07-19 7:00:00","2016-08-02 7:00:00",NA,-117.6441503,33.44580832,"Yes","M01-050-4 (M01@CGV)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0B20DCA2-E5EF-49F5-AEA0-7EF86C614A49}&field:Station=M01-050-4 (M01@CGV)","Yes","No","Easily accessible",16,0.054,"Below Average Discharge",0.8028125,0.0659375,5.42375,0.062422,0.39,0.013125,"{F7066090-0D8E-45AE-A175-3DE6D6E10513}","OCENVRESUSER","2019-10-01 15:16:12","OCENVRESUSER","2020-01-14 21:15:01",2655,105.0882966,"M01-050-4 (M01@CGV)",4577631.911,17084.17541
"346",356,"",30,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,169,"M00.3","Verified","Outfall","Dana Point","South","{1389E650-516E-41AB-8C6D-0D9EADB387DC}","Not A Priority","","","",NA,-117.6521718,33.44681764,"","M00.3-169-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={1389E650-516E-41AB-8C6D-0D9EADB387DC}&field:Station=M00.3-169-2","No","No","Unsafe accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,"{ACE3FED7-5064-46E3-AAF8-5F4512B77354}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1415,42.59454432,"M00.3-169-2",1855412.567,5885.785651
"347",357,"",24,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,169,"M00.3","Verified","Outfall","Dana Point","South","{960200EA-D84A-475B-BBF1-AF22D1596C86}","Not A Priority","","","",NA,-117.6536264,33.44802388,"Unknown","M00.3-169-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={960200EA-D84A-475B-BBF1-AF22D1596C86}&field:Station=M00.3-169-1","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",358,"DSB-4",42,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,728,"L01","Removed From Inventory","Culvert","Dana Point","South","{488867BD-2614-4171-96E0-D75C186BD6BC}","Not A Priority","","","",NA,-117.677281,33.46085649,"Unknown","L01-728-8","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={488867BD-2614-4171-96E0-D75C186BD6BC}&field:Station=L01-728-8","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{3E41B9F9-7569-48A8-BC17-EB265E8212BA}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1289,45.20478124,"L01-728-8",1969114.133,7092.334557
"349",359,"DSB-5",60,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,12106,"DP06","Verified","Outfall","Dana Point","South","{FA96D381-A5FA-4EF8-9755-46E6C80C3DBB}","Priority","","","",NA,-117.688411,33.46389565,"Yes","DP06-12106-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={FA96D381-A5FA-4EF8-9755-46E6C80C3DBB}&field:Station=DP06-12106-1","No","No","Easily accessible",2,0.096,"Below Average Discharge",1.9,0.155,7,0.2955,0.495,0.096,"{2A49F992-B477-4EEF-AB6B-1F59DF5F1FDD}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1081,66.54528569,"DP06-12106-1",2898703.614,10103.32915
"350",360,"",NA,"2021-07-16 18:12:34","OCENVRESUSER",5,2.5,728,"L01","Verified","Box","Dana Point","South","{847B92F5-58EF-4F5C-8577-34B238861A60}","Not A Priority","","","",NA,-117.6822031,33.46407757,"Unknown","L01-728-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={847B92F5-58EF-4F5C-8577-34B238861A60}&field:Station=L01-728-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,"{363D3BCA-9E1F-46B3-806B-FDE78620CC69}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1282,3.06934322,"L01-728-1",133700.1738,1513.012425
"351",361,"",24,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,726,"L01","Verified","Outfall","Dana Point","South","{8C15ADDB-8FCB-4964-A023-77EF242C1C84}","Not A Priority","","","",NA,-117.6792917,33.47557809,"Unknown","L01-726-4","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={8C15ADDB-8FCB-4964-A023-77EF242C1C84}&field:Station=L01-726-4","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{0F8FBA95-1B40-45E0-9541-D55286681706}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1273,1.16394584,"L01-726-4",50701.32129,1074.187549
